Feed ID,Dataset ID,Service Date Range Start,Service Date Range End
mdb-1303,opentransit/352/20150414,20150412,20150430
mdb-1303,opentransit/352/20150413-2,20150412,20150430
mdb-1303,opentransit/352/20150413,20150411,20150430
mdb-1303,opentransit/352/20150412-2,20150411,20150430
mdb-1303,opentransit/352/20150412,20150410,20150430
mdb-1303,opentransit/352/20150411-2,20150410,20150430
mdb-1303,opentransit/352/20150411,20150409,20150430
mdb-1303,opentransit/352/20150410-2,20150409,20150430
mdb-1303,opentransit/352/20150410,20150408,20150430
mdb-1303,opentransit/352/20150409-2,20150408,20150430
mdb-1303,opentransit/352/20150409,20150407,20150430
mdb-1303,opentransit/352/20150408-2,20150407,20150430
mdb-1303,opentransit/352/20150408,20150406,20150430
mdb-1303,opentransit/352/20150407-2,20150406,20150430
mdb-1303,opentransit/352/20150407,20150405,20150430
mdb-1303,opentransit/352/20150406,20150405,20150430
mdb-1303,opentransit/352/20150405-2,20150404,20150430
mdb-1303,opentransit/352/20150405,20150404,20150430
mdb-1303,opentransit/352/20150404-2,20150403,20150430
mdb-1303,opentransit/352/20150404,20150403,20150430
mdb-1303,opentransit/352/20150403-2,20150402,20150430
mdb-1303,opentransit/352/20150403,20150402,20150430
mdb-1303,opentransit/352/20150402-2,20150401,20150430
mdb-1303,opentransit/352/20150402,20150401,20150430
mdb-1303,opentransit/352/20150401-2,20150331,20150430
mdb-1303,opentransit/352/20150401,20150331,20150430
mdb-1303,opentransit/352/20150331-2,20150330,20150430
mdb-1303,opentransit/352/20150331,20150330,20150430
mdb-1303,opentransit/352/20150330-2,20150329,20150430
mdb-1303,opentransit/352/20150330,20150329,20150430
mdb-1303,opentransit/352/20150329-2,20150328,20150430
mdb-1303,opentransit/352/20150329,20150328,20150430
mdb-1303,opentransit/352/20150328-2,20150327,20150430
mdb-1303,opentransit/352/20150328,20150327,20150430
mdb-1303,opentransit/352/20150327-2,20150326,20150430
mdb-1303,opentransit/352/20150327,20150326,20150430
mdb-1303,opentransit/352/20150326-2,20150325,20150430
mdb-1303,opentransit/352/20150326,20150325,20150430
mdb-1303,opentransit/352/20150325-2,20150324,20150430
mdb-1303,opentransit/352/20150325,20150324,20150430
mdb-1303,opentransit/352/20150324-2,20150323,20150430
mdb-1303,opentransit/352/20150324,20150323,20150430
mdb-1303,opentransit/352/20150323-2,20150322,20150430
mdb-1303,opentransit/352/20150323,20150322,20150430
mdb-1303,opentransit/352/20150322-2,20150321,20150430
mdb-1303,opentransit/352/20150322,20150321,20150430
mdb-1303,opentransit/352/20150321-2,20150320,20150430
mdb-1303,opentransit/352/20150321,20150320,20150430
mdb-1303,opentransit/352/20150320-2,20150319,20150616
mdb-1303,opentransit/352/20150320,20150319,20150616
mdb-1303,opentransit/352/20150319-2,20150318,20150615
mdb-1303,opentransit/352/20150319,20150318,20150615
mdb-1303,opentransit/352/20150318-2,20150317,20150614
mdb-1303,opentransit/352/20150318,20150317,20150614
mdb-1303,opentransit/352/20150317-2,20150316,20150613
mdb-1303,opentransit/352/20150317,20150316,20150613
mdb-1303,opentransit/352/20150316-2,20150315,20150612
mdb-1303,opentransit/352/20150316,20150315,20150612
mdb-1303,opentransit/352/20150315-2,20150314,20150611
mdb-1303,opentransit/352/20150315,20150314,20150611
mdb-1303,opentransit/352/20150314-2,20150313,20150610
mdb-1303,opentransit/352/20150314,20150312,20150609
mdb-1303,opentransit/352/20150313-2,20150312,20150609
mdb-1303,opentransit/352/20150313,20150311,20150608
mdb-1303,opentransit/352/20150312-2,20150311,20150608
mdb-1303,opentransit/352/20150312,20150310,20150607
mdb-1303,opentransit/352/20150311-2,20150310,20150607
mdb-1303,opentransit/352/20150311,20150309,20150606
mdb-1303,opentransit/352/20150310-2,20150309,20150606
mdb-1303,opentransit/352/20150310,20150308,20150605
mdb-1303,opentransit/352/20150309-2,20150308,20150605
mdb-1303,opentransit/352/20150309,20150307,20150604
mdb-1303,opentransit/352/20150308-2,20150307,20150604
mdb-1303,opentransit/352/20150308,20150306,20150603
mdb-1303,opentransit/352/20150307-2,20150306,20150603
mdb-1303,opentransit/352/20150307,20150305,20150602
mdb-1303,opentransit/352/20150306-2,20150305,20150602
mdb-1303,opentransit/352/20150306,20150304,20150601
mdb-1303,opentransit/352/20150305-2,20150304,20150601
mdb-1303,opentransit/352/20150305,20150303,20150531
mdb-1303,opentransit/352/20150304-2,20150303,20150531
mdb-1303,opentransit/352/20150304,20150302,20150530
mdb-1303,opentransit/352/20150303-2,20150302,20150530
mdb-1303,opentransit/352/20150303,20150301,20150529
mdb-1303,opentransit/352/20150302-2,20150301,20150529
mdb-1303,opentransit/352/20150302,20150228,20150528
mdb-1303,opentransit/352/20150301-2,20150228,20150528
mdb-1303,opentransit/352/20150301,20150227,20150527
mdb-1303,opentransit/352/20150228-2,20150227,20150527
mdb-1303,opentransit/352/20150228,20150226,20150526
mdb-1303,opentransit/352/20150227-2,20150226,20150526
mdb-1303,opentransit/352/20150227,20150225,20150525
mdb-1303,opentransit/352/20150226-2,20150225,20150525
mdb-1303,opentransit/352/20150226,20150224,20150524
mdb-1303,opentransit/352/20150225-2,20150224,20150524
mdb-1303,opentransit/352/20150225,20150223,20150523
mdb-1303,opentransit/352/20150224-2,20150223,20150523
mdb-1303,opentransit/352/20150224,20150222,20150522
mdb-1303,opentransit/352/20150223-2,20150222,20150522
mdb-1303,opentransit/352/20150223,20150221,20150521
mdb-1303,opentransit/352/20150222-2,20150221,20150521
mdb-1303,opentransit/352/20150222,20150220,20150520
mdb-1303,opentransit/352/20150221-2,20150220,20150520
mdb-1303,opentransit/352/20150221,20150219,20150519
mdb-1303,opentransit/352/20150220,20150219,20150519
mdb-1303,opentransit/352/20150219-2,20150218,20150518
mdb-1303,opentransit/352/20150219,20150218,20150518
mdb-1303,opentransit/352/20150218-2,20150217,20150517
mdb-1303,opentransit/352/20150218,20150217,20150517
mdb-1303,opentransit/352/20150217-2,20150216,20150516
mdb-1303,opentransit/352/20150217,20150216,20150516
mdb-1303,opentransit/352/20150216-2,20150215,20150515
mdb-1303,opentransit/352/20150216,20150215,20150515
mdb-1303,opentransit/352/20150215-2,20150216,20150516
mdb-1303,opentransit/352/20150215,20150216,20150516
mdb-1303,opentransit/352/20150214,20150215,20150515
mdb-1303,opentransit/352/20150213-2,20150214,20150514
mdb-1303,opentransit/352/20150213,20150214,20150514
mdb-1303,opentransit/352/20150212-2,20150213,20150513
mdb-1303,opentransit/352/20150212,20150213,20150513
mdb-1303,opentransit/352/20150211-2,20150212,20150512
mdb-1303,opentransit/352/20150211,20150212,20150512
mdb-1303,opentransit/352/20150210-2,20150211,20150511
mdb-1303,opentransit/352/20150210,20150211,20150511
mdb-1303,opentransit/352/20150209-2,20150210,20150510
mdb-1303,opentransit/352/20150209,20150210,20150510
mdb-1303,opentransit/352/20150208-2,20150209,20150509
mdb-1303,opentransit/352/20150208,20150209,20150509
mdb-1303,opentransit/352/20150207-2,20150208,20150508
mdb-1303,opentransit/352/20150207,20150208,20150508
mdb-1303,opentransit/352/20150206-2,20150207,20150507
mdb-1303,opentransit/352/20150206,20150207,20150507
mdb-1303,opentransit/352/20150205-2,20150206,20150506
mdb-1303,opentransit/352/20150205,20150206,20150506
mdb-1303,opentransit/352/20150204-2,20150205,20150505
mdb-1303,opentransit/352/20150204,20150205,20150505
mdb-1303,opentransit/352/20150203-2,20150204,20150504
mdb-1303,opentransit/352/20150203,20150204,20150504
mdb-1303,opentransit/352/20150202-2,20150203,20150503
mdb-1303,opentransit/352/20150202,20150203,20150503
mdb-1303,opentransit/352/20150201-2,20150202,20150502
mdb-1303,opentransit/352/20150201,20150202,20150502
mdb-1303,opentransit/352/20150131-2,20150201,20150501
mdb-1303,opentransit/352/20150131,20150201,20150501
mdb-1303,opentransit/352/20150130-2,20150131,20150430
mdb-1303,opentransit/352/20150130,20150131,20150430
mdb-1303,opentransit/352/20150129-2,20150130,20150429
mdb-1303,opentransit/352/20150129,20150130,20150429
mdb-1303,opentransit/352/20150128-2,20150129,20150428
mdb-1303,opentransit/352/20150128,20150129,20150428
mdb-1303,opentransit/352/20150127-2,20150128,20150427
mdb-1303,opentransit/352/20150127,20150128,20150427
mdb-1303,opentransit/352/20150126-2,20150127,20150426
mdb-1303,opentransit/352/20150126,20150127,20150426
mdb-1303,opentransit/352/20150125-2,20150126,20150425
mdb-1303,opentransit/352/20150125,20150126,20150425
mdb-1303,opentransit/352/20150124-2,20150125,20150424
mdb-1303,opentransit/352/20150124,20150125,20150424
mdb-1303,opentransit/352/20150123-2,20150124,20150423
mdb-1303,opentransit/352/20150123,20150123,20150422
mdb-1303,opentransit/352/20150122-2,20150123,20150422
mdb-1303,opentransit/352/20150122,20150122,20150421
mdb-1303,opentransit/352/20150121-2,20150122,20150421
mdb-1303,opentransit/352/20150121,20150121,20150420
mdb-1303,opentransit/352/20150120-2,20150121,20150420
mdb-1303,opentransit/352/20150120,20150120,20150419
mdb-1303,opentransit/352/20150119-2,20150120,20150419
mdb-1303,opentransit/352/20150119,20150119,20150418
mdb-1303,opentransit/352/20150118-2,20150119,20150418
mdb-1303,opentransit/352/20150118,20150118,20150417
mdb-1303,opentransit/352/20150117-2,20150118,20150417
mdb-1303,opentransit/352/20150117,20150117,20150416
mdb-1303,opentransit/352/20150116-2,20150117,20150416
mdb-1303,opentransit/352/20150116,20150116,20150415
mdb-1303,opentransit/352/20150115-2,20150116,20150415
mdb-1303,opentransit/352/20150115,20150115,20150414
mdb-1303,opentransit/352/20150114-2,20150115,20150414
mdb-1303,opentransit/352/20150114,20150114,20150413
mdb-1303,opentransit/352/20150113-2,20150114,20150413
mdb-1303,opentransit/352/20150113,20150113,20150412
mdb-1303,opentransit/352/20150112,20150113,20150412
tfs-296,kitsap-transit/296/20210623,20210118,20211231
tfs-296,kitsap-transit/296/20210511,20210118,20211231
tfs-296,kitsap-transit/296/20210403,20210101,20211231
tfs-296,kitsap-transit/296/20210322,20210101,20211231
tfs-296,kitsap-transit/296/20210318,20210101,20211231
tfs-296,kitsap-transit/296/20210315,20210101,20211231
tfs-296,kitsap-transit/296/20210217-3,20201101,20211231
tfs-296,kitsap-transit/296/20210217-2,20201101,20211231
tfs-296,kitsap-transit/296/20210217,20201101,20211231
tfs-296,kitsap-transit/296/20210125,20201101,20211231
tfs-296,kitsap-transit/296/20210114,20201101,20211231
tfs-296,kitsap-transit/296/20210113,20201101,20211231
tfs-296,kitsap-transit/296/20210108,20201101,20211231
tfs-296,kitsap-transit/296/20201218,20201101,20211231
tfs-296,kitsap-transit/296/20201130,20201101,20211231
tfs-296,kitsap-transit/296/20201123,20201101,20211231
tfs-296,kitsap-transit/296/20201103,20200102,20210101
tfs-296,kitsap-transit/296/20201027,20200102,20210101
tfs-296,kitsap-transit/296/20200910,20200102,20210101
tfs-296,kitsap-transit/296/20200904,20200102,20210101
tfs-296,kitsap-transit/296/20200829,20200102,20210101
tfs-296,kitsap-transit/296/20200825,20200102,20210101
tfs-296,kitsap-transit/296/20200820,20200102,20210101
tfs-296,kitsap-transit/296/20200816,20191201,20210101
tfs-296,kitsap-transit/296/20200808,20191201,20210101
tfs-296,kitsap-transit/296/20200619,20191201,20210101
tfs-296,kitsap-transit/296/20200616,20191201,20210101
tfs-296,kitsap-transit/296/20200607,20191201,20210101
tfs-296,kitsap-transit/296/20200606,20191201,20210101
tfs-296,kitsap-transit/296/20200531,20191201,20210101
tfs-296,kitsap-transit/296/20200507,20191201,20210101
tfs-296,kitsap-transit/296/20200422,20191201,20210101
tfs-296,kitsap-transit/296/20200416,20191201,20210101
tfs-296,kitsap-transit/296/20200403,20191201,20210101
tfs-296,kitsap-transit/296/20200401,20191201,20210101
tfs-296,kitsap-transit/296/20200221,20191201,20210101
tfs-296,kitsap-transit/296/20200123,20191201,20210101
tfs-296,kitsap-transit/296/20200113,20191201,20210101
tfs-296,kitsap-transit/296/20191224,20191201,20210101
tfs-296,kitsap-transit/296/20191221,20191125,20210101
tfs-296,kitsap-transit/296/20191205,20191125,20210101
tfs-296,kitsap-transit/296/20191127,20191125,20210101
tfs-296,kitsap-transit/296/20191023,20190101,20200101
tfs-296,kitsap-transit/296/20191016,20190101,20200101
tfs-296,kitsap-transit/296/20190927,20190101,20200101
tfs-296,kitsap-transit/296/20190924,20190101,20200101
tfs-296,kitsap-transit/296/20190920,20190101,20200101
tfs-296,kitsap-transit/296/20190822,20190101,20200101
tfs-296,kitsap-transit/296/20190812,20190101,20200101
tfs-296,kitsap-transit/296/20190802,20190101,20200101
tfs-296,kitsap-transit/296/20190705,20190101,20200101
tfs-296,kitsap-transit/296/20190619,20190101,20200101
tfs-296,kitsap-transit/296/20190504,20181101,20200101
tfs-296,kitsap-transit/296/20190413,20181101,20200101
tfs-296,kitsap-transit/296/20190302,20181101,20200101
tfs-296,kitsap-transit/296/20190207,20181101,20200101
tfs-296,kitsap-transit/296/20190114,20181101,20200101
tfs-296,kitsap-transit/296/20190101,20181101,20200101
tfs-296,kitsap-transit/296/20181212,20181101,20200101
tfs-296,kitsap-transit/296/20181129,20181101,20200101
tfs-296,kitsap-transit/296/20181117,20180101,20190101
tfs-296,kitsap-transit/296/20181109,20180101,20190101
tfs-296,kitsap-transit/296/20180928,20180101,20190101
tfs-296,kitsap-transit/296/20180916,20180101,20190101
tfs-296,kitsap-transit/296/20180824,20180101,20190101
tfs-296,kitsap-transit/296/20180721,20180101,20190101
tfs-296,kitsap-transit/296/20180709,20180101,20190101
tfs-296,kitsap-transit/296/20180620,20180101,20190101
tfs-296,kitsap-transit/296/20180610,20180101,20190101
tfs-296,kitsap-transit/296/20180530,20180101,20190101
tfs-296,kitsap-transit/296/20180514,20180101,20190101
tfs-296,kitsap-transit/296/20180509,20180101,20190101
tfs-296,kitsap-transit/296/20180501,20180101,20190101
tfs-296,kitsap-transit/296/20180428,20180101,20190101
tfs-296,kitsap-transit/296/20180419,20180101,20190101
tfs-296,kitsap-transit/296/20180413,20180101,20190101
tfs-296,kitsap-transit/296/20180319,20180101,20190101
tfs-296,kitsap-transit/296/20180309,20180101,20190101
tfs-296,kitsap-transit/296/20180303,20180101,20190101
tfs-296,kitsap-transit/296/20180302,20180101,20190101
tfs-296,kitsap-transit/296/20180301,20180101,20190101
tfs-296,kitsap-transit/296/20180222,20180101,20190101
tfs-296,kitsap-transit/296/20180216,20180101,20190101
tfs-296,kitsap-transit/296/20180214,20180101,20190101
tfs-296,kitsap-transit/296/20180202,20180101,20190101
tfs-296,kitsap-transit/296/20180129,20180101,20190101
tfs-296,kitsap-transit/296/20180122,20180101,20190101
tfs-296,kitsap-transit/296/20180109,20180101,20190101
tfs-296,kitsap-transit/296/20180108,20180101,20190101
tfs-296,kitsap-transit/296/20180103,20180101,20190101
tfs-296,kitsap-transit/296/20171224,20171101,20181031
tfs-296,kitsap-transit/296/20171220,20171101,20181031
tfs-296,kitsap-transit/296/20171206,20171101,20181031
tfs-296,kitsap-transit/296/20171116,20171101,20181031
tfs-296,kitsap-transit/296/20171109,20171101,20181031
tfs-296,kitsap-transit/296/20171104,20171101,20181031
tfs-296,kitsap-transit/296/20171103,20171101,20181031
tfs-296,kitsap-transit/296/20171101,20170201,20180102
tfs-296,kitsap-transit/296/20171021,20170201,20180102
tfs-296,kitsap-transit/296/20171010,20170201,20180102
tfs-296,kitsap-transit/296/20170909,20170201,20180102
tfs-296,kitsap-transit/296/20170902,20170201,20180102
tfs-296,kitsap-transit/296/20170831,20170201,20180102
tfs-296,kitsap-transit/296/20170723,20170201,20180101
tfs-296,kitsap-transit/296/20170701,20170201,20180101
tfs-296,kitsap-transit/296/20170630,20170201,20180101
tfs-296,kitsap-transit/296/20170614,20170201,20180101
tfs-296,kitsap-transit/296/20170613,20170201,20180101
tfs-296,kitsap-transit/296/20170609,20170201,20180101
tfs-296,kitsap-transit/296/20170606,20170201,20180101
tfs-296,kitsap-transit/296/20170513,20170201,20180101
tfs-296,kitsap-transit/296/20170505,20170201,20180101
tfs-296,kitsap-transit/296/20170225,20170201,20180101
tfs-296,kitsap-transit/296/20170224,20170201,20180101
tfs-296,kitsap-transit/296/20170110,20160701,20170830
tfs-296,kitsap-transit/296/20161230,20160701,20170830
tfs-296,kitsap-transit/296/20161228,20160701,20170830
tfs-296,kitsap-transit/296/20161221,20160701,20170830
tfs-296,kitsap-transit/296/20161213,20160701,20170830
tfs-296,kitsap-transit/296/20161208,20160701,20170830
tfs-296,kitsap-transit/296/20161207,20160701,20170830
tfs-296,kitsap-transit/296/20161206,20160701,20170830
tfs-296,kitsap-transit/296/20160816,20160701,20170830
tfs-296,kitsap-transit/296/20160804,20160701,20170830
tfs-296,kitsap-transit/296/20160728,20160701,20170830
tfs-296,kitsap-transit/296/20160727,20160701,20170830
tfs-296,kitsap-transit/296/20160721,20160701,20170830
tfs-296,kitsap-transit/296/20160422,20150701,20160830
tfs-296,kitsap-transit/296/20160403,20150701,20160830
tfs-296,kitsap-transit/296/20151219,20150701,20160830
tfs-296,kitsap-transit/296/20151217,20150701,20160830
tfs-296,kitsap-transit/296/20151216,20150701,20160830
tfs-296,kitsap-transit/296/20151009,20150701,20160830
tfs-296,kitsap-transit/296/20151001,20150701,20160830
tfs-296,kitsap-transit/296/20150729,20150701,20160830
tfs-296,kitsap-transit/296/20150717,20150701,20160830
tfs-296,kitsap-transit/296/20150703,20150701,20160830
tfs-296,kitsap-transit/296/20150626,20150101,20151231
tfs-296,kitsap-transit/296/20150315,20150101,20151231
tfs-296,kitsap-transit/296/20150312,20150101,20151231
tfs-296,kitsap-transit/296/20150218,20150101,20151231
tfs-296,kitsap-transit/296/20150205,20150101,20151231
tfs-296,kitsap-transit/296/20150204,20150101,20151231
tfs-296,kitsap-transit/296/1420090803,20141001,20151231
tfs-296,kitsap-transit/296/1418350028,20141001,20151231
tfs-296,kitsap-transit/296/1417470400,20141001,20151231
tfs-296,kitsap-transit/296/1415434848,20140201,20150131
tfs-296,kitsap-transit/296/1412944200,20140201,20150131
tfs-296,kitsap-transit/296/1412855144,20140201,20150131
tfs-296,kitsap-transit/296/1412678154,20140201,20150131
tfs-296,kitsap-transit/296/1407927639,20140201,20150131
tfs-296,kitsap-transit/296/1406694152,20140201,20150131
tfs-296,kitsap-transit/296/1405518666,20140201,20150131
tfs-296,kitsap-transit/296/1403159111,20140201,20150131
tfs-296,kitsap-transit/296/1402458632,20140201,20150131
tfs-296,kitsap-transit/296/1399239349,20140201,20150131
tfs-296,kitsap-transit/296/1397626209,20140201,20150131
tfs-296,kitsap-transit/296/1394620347,20140201,20150131
tfs-296,kitsap-transit/296/1394272326,20131101,20141231
tfs-296,kitsap-transit/296/1392794002,20131101,20141231
tfs-296,kitsap-transit/296/1391240808,20131101,20141231
tfs-296,kitsap-transit/296/1389792601,20131101,20141231
tfs-296,kitsap-transit/296/1389575102,20131101,20141231
mdb-1305,taiwan/956/20210315,20210101,20211231
mdb-1305,taiwan/956/20210217-4,20210101,20211231
mdb-1305,taiwan/956/20210217-3,20210101,20211231
mdb-1305,taiwan/956/20210217-2,20210101,20211231
mdb-1305,taiwan/956/20210217,20210101,20211231
mdb-1305,taiwan/956/20210126,20210101,20211231
mdb-1305,taiwan/956/20210120,20210101,20211231
mdb-1305,taiwan/956/20210112,20210101,20211231
mdb-1305,taiwan/956/20210105,20210101,20211231
mdb-1305,taiwan/956/20201229,20200101,20201231
mdb-1305,taiwan/956/20201208,20200101,20201231
mdb-1305,taiwan/956/20201201,20200101,20201231
mdb-1305,taiwan/956/20201110,20200101,20201231
mdb-1305,taiwan/956/20201103,20200101,20201231
mdb-1305,taiwan/956/20201021,20200101,20201231
mdb-1305,taiwan/956/20201013,20200101,20201231
mdb-1305,taiwan/956/20201006,20200101,20201231
mdb-1305,taiwan/956/20200929,20200101,20201231
mdb-1305,taiwan/956/20200915,20200101,20201231
mdb-1305,taiwan/956/20200826,20200101,20201231
mdb-1305,taiwan/956/20200818,20200101,20201231
mdb-1305,taiwan/956/20200811,20200101,20201231
mdb-1305,taiwan/956/20200730,20200101,20201231
mdb-1305,taiwan/956/20200630,20200101,20201231
mdb-1305,taiwan/956/20200624,20200101,20201231
mdb-1305,taiwan/956/20200616,20200101,20201231
mdb-1305,taiwan/956/20200609,20200101,20201231
mdb-1305,taiwan/956/20200527,20200101,20201231
mdb-1305,taiwan/956/20200520,20200101,20201231
mdb-1305,taiwan/956/20200512,20200101,20201231
mdb-1305,taiwan/956/20200505,20200101,20201231
mdb-1305,taiwan/956/20200428,20200101,20201231
mdb-1305,taiwan/956/20200414,20200101,20201231
mdb-1305,taiwan/956/20200407,20200101,20201231
mdb-1305,taiwan/956/20200331,20200101,20201231
mdb-1305,taiwan/956/20200325,20200101,20201231
mdb-1305,taiwan/956/20200318,20200101,20201231
mdb-1305,taiwan/956/20200303,20200101,20201231
mdb-1305,taiwan/956/20200225,20200101,20201231
mdb-1305,taiwan/956/20200219,20200101,20201231
mdb-1305,taiwan/956/20200211,20200101,20201231
mdb-1305,taiwan/956/20200128,20200101,20201231
mdb-1305,taiwan/956/20200122,20200101,20201231
mdb-1305,taiwan/956/20200107,20200101,20201231
mdb-1305,taiwan/956/20190724,20190101,20191231
mdb-1305,taiwan/956/20190716,20190101,20191231
mdb-1305,taiwan/956/20190709,20190101,20191231
mdb-1305,taiwan/956/20190705,20190101,20191231
mdb-1305,taiwan/956/20190618,20190101,20191231
mdb-1305,taiwan/956/20190604,20190101,20191231
mdb-1305,taiwan/956/20190528,20190101,20191231
mdb-1305,taiwan/956/20190522,20190101,20191231
mdb-1305,taiwan/956/20190516-2,20190101,20191231
mdb-1305,taiwan/956/20190516,20190101,20191231
mdb-1305,taiwan/956/20190509-2,20190101,20191231
mdb-1305,taiwan/956/20190509,20190101,20191231
mdb-1305,taiwan/956/20190501,20190101,20191231
mdb-1305,taiwan/956/20190423,20190101,20191231
mdb-1305,taiwan/956/20190420,20190101,20191231
mdb-1305,taiwan/956/20190413,20190101,20191231
mdb-1305,taiwan/956/20190403,20190101,20191231
mdb-1305,taiwan/956/20190320,20190101,20191231
mdb-1305,taiwan/956/20190313,20190101,20191231
mdb-1305,taiwan/956/20190305,20190101,20191231
mdb-1305,taiwan/956/20190226,20190101,20191231
mdb-1305,taiwan/956/20190219,20190101,20191231
mdb-1305,taiwan/956/20190217,20190101,20191231
mdb-1305,taiwan/956/20190206,20190101,20191231
mdb-1305,taiwan/956/20190129,20190101,20191231
mdb-1305,taiwan/956/20190122,20190101,20191231
mdb-1305,taiwan/956/20190115,20190101,20191231
mdb-1305,taiwan/956/20190108,20190101,20191231
mdb-1305,taiwan/956/20190102,20180101,20181231
mdb-1305,taiwan/956/20181225,20180101,20181231
mdb-1305,taiwan/956/20181218,20180101,20181231
mdb-1305,taiwan/956/20181211,20180101,20181231
mdb-1305,taiwan/956/20181205,20180101,20181231
mdb-1305,taiwan/956/20181127,20180101,20181231
mdb-1305,taiwan/956/20181120,20180101,20181231
mdb-1305,taiwan/956/20181113,20180101,20181231
mdb-1305,taiwan/956/20181106,20180101,20181231
mdb-1305,taiwan/956/20181031,20180101,20181231
mdb-1305,taiwan/956/20181023,20180101,20181231
mdb-1305,taiwan/956/20181016,20180101,20181231
mdb-1305,taiwan/956/20181012,20180101,20181231
mdb-1305,taiwan/956/20181011,20180101,20181231
mdb-1305,taiwan/956/20181009,20180101,20181231
mdb-1305,taiwan/956/20181003,20180101,20181231
mdb-1305,taiwan/956/20180926,20180101,20181231
mdb-1305,taiwan/956/20180918,20180101,20181231
mdb-1305,taiwan/956/20180911,20180101,20181231
mdb-1305,taiwan/956/20180910,20180101,20181231
mdb-1307,taiwan/957/20210317,20210101,20211231
mdb-1307,taiwan/957/20210315,20210101,20211231
mdb-1307,taiwan/957/20210217-3,20210101,20211231
mdb-1307,taiwan/957/20210217-2,20210101,20211231
mdb-1307,taiwan/957/20210217,20210101,20211231
mdb-1307,taiwan/957/20210126,20210101,20211231
mdb-1307,taiwan/957/20210119,20210101,20211231
mdb-1307,taiwan/957/20201229,20200101,20201231
mdb-1307,taiwan/957/20201208,20200101,20201231
mdb-1307,taiwan/957/20201201,20200101,20201231
mdb-1307,taiwan/957/20201110,20200101,20201231
mdb-1307,taiwan/957/20201103,20200101,20201231
mdb-1307,taiwan/957/20201027,20200101,20201231
mdb-1307,taiwan/957/20201021,20200101,20201231
mdb-1307,taiwan/957/20201014,20200101,20201231
mdb-1307,taiwan/957/20201006,20200101,20201231
mdb-1307,taiwan/957/20200929,20200101,20201231
mdb-1307,taiwan/957/20200916,20200101,20201231
mdb-1307,taiwan/957/20200901,20200101,20201231
mdb-1307,taiwan/957/20200825,20200101,20201231
mdb-1307,taiwan/957/20200819,20200101,20201231
mdb-1307,taiwan/957/20200811,20200101,20201231
mdb-1307,taiwan/957/20200730,20200101,20201231
mdb-1307,taiwan/957/20200602,20200101,20201231
mdb-1307,taiwan/957/20200527,20200101,20201231
mdb-1307,taiwan/957/20200519,20200101,20201231
mdb-1307,taiwan/957/20200512,20200101,20201231
mdb-1307,taiwan/957/20200505,20200101,20201231
mdb-1307,taiwan/957/20200429,20200101,20201231
mdb-1307,taiwan/957/20200421,20200101,20201231
mdb-1307,taiwan/957/20200414,20200101,20201231
mdb-1307,taiwan/957/20200407,20200101,20201231
mdb-1307,taiwan/957/20200401,20200101,20201231
mdb-1307,taiwan/957/20200325,20200101,20201231
mdb-1307,taiwan/957/20200317,20200101,20201231
mdb-1307,taiwan/957/20200303,20200101,20201231
mdb-1307,taiwan/957/20200226,20200101,20201231
mdb-1307,taiwan/957/20200218,20200101,20201231
mdb-1307,taiwan/957/20200211,20200101,20201231
mdb-1307,taiwan/957/20200204,20200101,20201231
mdb-1307,taiwan/957/20200129,20200101,20201231
mdb-1307,taiwan/957/20200121,20200101,20201231
mdb-1307,taiwan/957/20200114,20200101,20201231
mdb-1307,taiwan/957/20190724,20180101,20181231
mdb-1307,taiwan/957/20190716,20190101,20191231
mdb-1307,taiwan/957/20190709,20190101,20191231
mdb-1307,taiwan/957/20190705,20190101,20191231
mdb-1307,taiwan/957/20190619,20190101,20191231
mdb-1307,taiwan/957/20190604,20190101,20191231
mdb-1307,taiwan/957/20190528,20190101,20191231
mdb-1307,taiwan/957/20190521,20190101,20191231
mdb-1307,taiwan/957/20190516-2,20190101,20191231
mdb-1307,taiwan/957/20190516,20190101,20191231
mdb-1307,taiwan/957/20190509,20190101,20191231
mdb-1307,taiwan/957/20190501,20190101,20191231
mdb-1307,taiwan/957/20190423,20190101,20191231
mdb-1307,taiwan/957/20190420,20190101,20191231
mdb-1307,taiwan/957/20190320,20190101,20191231
mdb-1307,taiwan/957/20190313,20190101,20191231
mdb-1307,taiwan/957/20190305,20190101,20191231
mdb-1307,taiwan/957/20190226,20190101,20191231
mdb-1307,taiwan/957/20190219,20190101,20191231
mdb-1307,taiwan/957/20190217,20190101,20191231
mdb-1307,taiwan/957/20190206,20190101,20191231
mdb-1307,taiwan/957/20190129,20190101,20191231
mdb-1307,taiwan/957/20190122,20190101,20191231
mdb-1307,taiwan/957/20190115,20190101,20191231
mdb-1307,taiwan/957/20190109,20190101,20191231
mdb-1307,taiwan/957/20190102,20180101,20181231
mdb-1307,taiwan/957/20181225,20180101,20181231
mdb-1307,taiwan/957/20181218,20180101,20181231
mdb-1307,taiwan/957/20181211,20180101,20181231
mdb-1307,taiwan/957/20181205,20180101,20181231
mdb-1307,taiwan/957/20181127,20180101,20181231
mdb-1307,taiwan/957/20181120,20180101,20181231
mdb-1307,taiwan/957/20181113,20180101,20181231
mdb-1307,taiwan/957/20181106,20180101,20181231
mdb-1307,taiwan/957/20181031,20180101,20181231
mdb-1307,taiwan/957/20181023,20180101,20181231
mdb-1307,taiwan/957/20181016,20180101,20181231
