Feed Stable ID,Catalog ID,Code,Counter,Severity
mdb-617,us-california-guadalupe-flyer-gtfs-617,stop_without_stop_time,1,WARNING
mdb-617,us-california-guadalupe-flyer-gtfs-617,unknown_column,37,INFO
mdb-617,us-california-guadalupe-flyer-gtfs-617,unknown_file,10,INFO
mdb-1988,fr-hauts-de-france-communaute-d'agglomeration-amiens-metropole-gtfs-1988,expired_calendar,47,WARNING
mdb-1988,fr-hauts-de-france-communaute-d'agglomeration-amiens-metropole-gtfs-1988,fast_travel_between_consecutive_stops,38,WARNING
mdb-1988,fr-hauts-de-france-communaute-d'agglomeration-amiens-metropole-gtfs-1988,invalid_row_length,1,ERROR
mdb-1988,fr-hauts-de-france-communaute-d'agglomeration-amiens-metropole-gtfs-1988,missing_recommended_column,1,WARNING
mdb-1988,fr-hauts-de-france-communaute-d'agglomeration-amiens-metropole-gtfs-1988,missing_recommended_file,1,WARNING
mdb-1988,fr-hauts-de-france-communaute-d'agglomeration-amiens-metropole-gtfs-1988,mixed_case_recommended_field,6807,WARNING
mdb-1988,fr-hauts-de-france-communaute-d'agglomeration-amiens-metropole-gtfs-1988,stop_without_stop_time,4,WARNING
mdb-1997,ca-alberta-lethbridge-transit-gtfs-1997,leading_or_trailing_whitespaces,1,WARNING
mdb-1997,ca-alberta-lethbridge-transit-gtfs-1997,missing_recommended_file,1,WARNING
mdb-419,us-rhode-island-vineyard-fast-ferry-gtfs-419,missing_bike_allowance,91,WARNING
mdb-419,us-rhode-island-vineyard-fast-ferry-gtfs-419,stop_without_stop_time,2,WARNING
mdb-419,us-rhode-island-vineyard-fast-ferry-gtfs-419,trip_coverage_not_active_for_next7_days,1,WARNING
mdb-419,us-rhode-island-vineyard-fast-ferry-gtfs-419,unknown_column,37,INFO
mdb-419,us-rhode-island-vineyard-fast-ferry-gtfs-419,unknown_file,10,INFO
mdb-2005,fr-pays-de-la-loire-impulsyon-gtfs-2005,expired_calendar,27,WARNING
mdb-2005,fr-pays-de-la-loire-impulsyon-gtfs-2005,missing_feed_contact_email_and_url,1,WARNING
mdb-2005,fr-pays-de-la-loire-impulsyon-gtfs-2005,missing_recommended_column,1,WARNING
mdb-1989,fr-hauts-de-france-communaute-d'agglomeration-du-pays-de-saint-omer-gtfs-1989,block_trips_with_overlapping_stop_times,22,ERROR
mdb-1989,fr-hauts-de-france-communaute-d'agglomeration-du-pays-de-saint-omer-gtfs-1989,missing_recommended_column,1,WARNING
mdb-1989,fr-hauts-de-france-communaute-d'agglomeration-du-pays-de-saint-omer-gtfs-1989,missing_recommended_file,1,WARNING
mdb-1989,fr-hauts-de-france-communaute-d'agglomeration-du-pays-de-saint-omer-gtfs-1989,mixed_case_recommended_field,4,WARNING
mdb-2006,fr-rhone-transports-en-commun-lyonnais-tcl-gtfs-2006,duplicate_route_name,136,WARNING
mdb-2006,fr-rhone-transports-en-commun-lyonnais-tcl-gtfs-2006,expired_calendar,894,WARNING
mdb-2006,fr-rhone-transports-en-commun-lyonnais-tcl-gtfs-2006,missing_recommended_column,1,WARNING
mdb-2006,fr-rhone-transports-en-commun-lyonnais-tcl-gtfs-2006,missing_recommended_file,1,WARNING
mdb-2006,fr-rhone-transports-en-commun-lyonnais-tcl-gtfs-2006,mixed_case_recommended_field,10,WARNING
mdb-2006,fr-rhone-transports-en-commun-lyonnais-tcl-gtfs-2006,trip_coverage_not_active_for_next7_days,1,WARNING
mdb-1986,us-california-santa-rosa-citybus-gtfs-1986,equal_shape_distance_same_coordinates,1140,WARNING
mdb-1986,us-california-santa-rosa-citybus-gtfs-1986,feed_expiration_date7_days,1,WARNING
mdb-1986,us-california-santa-rosa-citybus-gtfs-1986,missing_feed_contact_email_and_url,1,WARNING
mdb-1986,us-california-santa-rosa-citybus-gtfs-1986,route_color_contrast,1,WARNING
mdb-1986,us-california-santa-rosa-citybus-gtfs-1986,stop_too_far_from_shape_using_user_distance,19,WARNING
mdb-1986,us-california-santa-rosa-citybus-gtfs-1986,trip_coverage_not_active_for_next7_days,1,WARNING
mdb-1986,us-california-santa-rosa-citybus-gtfs-1986,unknown_file,6,INFO
mdb-444,us-massachusetts-lowell-regional-transit-authority-lrta-gtfs-444,stop_without_stop_time,107,WARNING
mdb-444,us-massachusetts-lowell-regional-transit-authority-lrta-gtfs-444,unknown_column,37,INFO
mdb-444,us-massachusetts-lowell-regional-transit-authority-lrta-gtfs-444,unknown_file,10,INFO
mdb-2007,fr-pays-de-la-loire-irigo-gtfs-2007,equal_shape_distance_diff_coordinates_distance_below_threshold,347,WARNING
mdb-2007,fr-pays-de-la-loire-irigo-gtfs-2007,equal_shape_distance_same_coordinates,6143,WARNING
mdb-2007,fr-pays-de-la-loire-irigo-gtfs-2007,expired_calendar,3,WARNING
mdb-2007,fr-pays-de-la-loire-irigo-gtfs-2007,feed_expiration_date7_days,1,WARNING
mdb-2007,fr-pays-de-la-loire-irigo-gtfs-2007,missing_feed_contact_email_and_url,1,WARNING
mdb-2007,fr-pays-de-la-loire-irigo-gtfs-2007,missing_recommended_column,1,WARNING
mdb-2007,fr-pays-de-la-loire-irigo-gtfs-2007,missing_recommended_field,1,WARNING
mdb-2007,fr-pays-de-la-loire-irigo-gtfs-2007,mixed_case_recommended_field,698,WARNING
mdb-2007,fr-pays-de-la-loire-irigo-gtfs-2007,trip_coverage_not_active_for_next7_days,1,WARNING
mdb-578,us-california-moorpark-city-transit-gtfs-578,stop_without_stop_time,2,WARNING
mdb-578,us-california-moorpark-city-transit-gtfs-578,unknown_column,37,INFO
mdb-578,us-california-moorpark-city-transit-gtfs-578,unknown_file,10,INFO
mdb-81,us-california-rio-vista-delta-breeze-gtfs-81,mixed_case_recommended_field,1,WARNING
mdb-81,us-california-rio-vista-delta-breeze-gtfs-81,stop_without_stop_time,7,WARNING
mdb-81,us-california-rio-vista-delta-breeze-gtfs-81,unknown_column,37,INFO
mdb-81,us-california-rio-vista-delta-breeze-gtfs-81,unknown_file,10,INFO
mdb-1198,us-california-long-beach-transit-lbt-gtfs-1198,equal_shape_distance_diff_coordinates,84,ERROR
mdb-1198,us-california-long-beach-transit-lbt-gtfs-1198,equal_shape_distance_diff_coordinates_distance_below_threshold,351,WARNING
mdb-1198,us-california-long-beach-transit-lbt-gtfs-1198,equal_shape_distance_same_coordinates,6268,WARNING
mdb-1198,us-california-long-beach-transit-lbt-gtfs-1198,feed_expiration_date30_days,1,WARNING
mdb-1198,us-california-long-beach-transit-lbt-gtfs-1198,missing_feed_contact_email_and_url,1,WARNING
mdb-1198,us-california-long-beach-transit-lbt-gtfs-1198,missing_recommended_field,42,WARNING
mdb-1198,us-california-long-beach-transit-lbt-gtfs-1198,mixed_case_recommended_field,16631,WARNING
mdb-1198,us-california-long-beach-transit-lbt-gtfs-1198,route_long_name_contains_short_name,1,WARNING
mdb-1198,us-california-long-beach-transit-lbt-gtfs-1198,stop_too_far_from_shape_using_user_distance,97,WARNING
mdb-1198,us-california-long-beach-transit-lbt-gtfs-1198,trip_distance_exceeds_shape_distance,293,ERROR
mdb-1198,us-california-long-beach-transit-lbt-gtfs-1198,trip_distance_exceeds_shape_distance_below_threshold,6489,WARNING
mdb-1902,cz-liberecky-kraj-dopravni-podnik-mest-liberce-a-jablonce-nad-nisou-gtfs-1902,equal_shape_distance_diff_coordinates_distance_below_threshold,3679,WARNING
mdb-1902,cz-liberecky-kraj-dopravni-podnik-mest-liberce-a-jablonce-nad-nisou-gtfs-1902,equal_shape_distance_same_coordinates,3610,WARNING
mdb-1902,cz-liberecky-kraj-dopravni-podnik-mest-liberce-a-jablonce-nad-nisou-gtfs-1902,missing_recommended_column,1,WARNING
mdb-1902,cz-liberecky-kraj-dopravni-podnik-mest-liberce-a-jablonce-nad-nisou-gtfs-1902,missing_recommended_file,1,WARNING
mdb-1902,cz-liberecky-kraj-dopravni-podnik-mest-liberce-a-jablonce-nad-nisou-gtfs-1902,mixed_case_recommended_field,2,WARNING
mdb-1902,cz-liberecky-kraj-dopravni-podnik-mest-liberce-a-jablonce-nad-nisou-gtfs-1902,stop_too_far_from_shape,1,WARNING
mdb-1902,cz-liberecky-kraj-dopravni-podnik-mest-liberce-a-jablonce-nad-nisou-gtfs-1902,stop_too_far_from_shape_using_user_distance,16,WARNING
mdb-1902,cz-liberecky-kraj-dopravni-podnik-mest-liberce-a-jablonce-nad-nisou-gtfs-1902,trip_distance_exceeds_shape_distance,20,ERROR
mdb-1902,cz-liberecky-kraj-dopravni-podnik-mest-liberce-a-jablonce-nad-nisou-gtfs-1902,trip_distance_exceeds_shape_distance_below_threshold,485,WARNING
mdb-1902,cz-liberecky-kraj-dopravni-podnik-mest-liberce-a-jablonce-nad-nisou-gtfs-1902,unknown_file,1,INFO
mdb-854,it-unknown-azienda-trasporti-automobilistici-pubblici-delle-province-di-biella-e-vercelli-atap-gtfs-854,missing_recommended_column,1,WARNING
mdb-854,it-unknown-azienda-trasporti-automobilistici-pubblici-delle-province-di-biella-e-vercelli-atap-gtfs-854,missing_recommended_file,1,WARNING
mdb-854,it-unknown-azienda-trasporti-automobilistici-pubblici-delle-province-di-biella-e-vercelli-atap-gtfs-854,mixed_case_recommended_field,2220,WARNING
mdb-854,it-unknown-azienda-trasporti-automobilistici-pubblici-delle-province-di-biella-e-vercelli-atap-gtfs-854,unusable_trip,46,WARNING
mdb-854,it-unknown-azienda-trasporti-automobilistici-pubblici-delle-province-di-biella-e-vercelli-atap-gtfs-854,unused_trip,46,WARNING
mdb-546,us-new-york-north-country-express-transit-gtfs-546,missing_recommended_file,1,WARNING
mdb-546,us-new-york-north-country-express-transit-gtfs-546,missing_timepoint_value,12,WARNING
mdb-546,us-new-york-north-country-express-transit-gtfs-546,stop_without_stop_time,3,WARNING
mdb-546,us-new-york-north-country-express-transit-gtfs-546,trip_distance_exceeds_shape_distance,1,ERROR
mdb-546,us-new-york-north-country-express-transit-gtfs-546,trip_distance_exceeds_shape_distance_below_threshold,1,WARNING
mdb-546,us-new-york-north-country-express-transit-gtfs-546,unknown_column,2,INFO
mdb-546,us-new-york-north-country-express-transit-gtfs-546,unknown_file,1,INFO
mdb-695,ca-british-columbia-bc-transit-victoria-regional-transit-system-gtfs-695,expired_calendar,3,WARNING
mdb-695,ca-british-columbia-bc-transit-victoria-regional-transit-system-gtfs-695,missing_feed_contact_email_and_url,1,WARNING
mdb-695,ca-british-columbia-bc-transit-victoria-regional-transit-system-gtfs-695,missing_recommended_column,1,WARNING
mdb-695,ca-british-columbia-bc-transit-victoria-regional-transit-system-gtfs-695,same_name_and_description_for_route,3,WARNING
mdb-568,us-washington-lower-columbia-cap-community-action-program-gtfs-568,stop_without_stop_time,1,WARNING
mdb-568,us-washington-lower-columbia-cap-community-action-program-gtfs-568,unknown_column,37,INFO
mdb-568,us-washington-lower-columbia-cap-community-action-program-gtfs-568,unknown_file,10,INFO
mdb-238,us-virginia-bristol-virginia-transit-gtfs-238,stop_without_stop_time,7,WARNING
mdb-238,us-virginia-bristol-virginia-transit-gtfs-238,unknown_column,37,INFO
mdb-238,us-virginia-bristol-virginia-transit-gtfs-238,unknown_file,10,INFO
mdb-2026,us-north-carolina-wave-transit-gtfs-2026,expired_calendar,1,WARNING
mdb-2026,us-north-carolina-wave-transit-gtfs-2026,mixed_case_recommended_field,1,WARNING
mdb-2026,us-north-carolina-wave-transit-gtfs-2026,trip_coverage_not_active_for_next7_days,1,WARNING
mdb-443,us-massachusetts-yankee-line-gtfs-443,unknown_column,37,INFO
mdb-443,us-massachusetts-yankee-line-gtfs-443,unknown_file,10,INFO
mdb-572,us-california-madera-county-transit-gtfs-572,unknown_column,37,INFO
mdb-572,us-california-madera-county-transit-gtfs-572,unknown_file,10,INFO
mdb-104,us-california-corona-cruiser-gtfs-104,stop_without_stop_time,12,WARNING
mdb-104,us-california-corona-cruiser-gtfs-104,unknown_column,37,INFO
mdb-104,us-california-corona-cruiser-gtfs-104,unknown_file,10,INFO
mdb-556,us-massachusetts-plymouth-brockton-street-railway-co-gtfs-556,same_name_and_description_for_stop,1,WARNING
mdb-556,us-massachusetts-plymouth-brockton-street-railway-co-gtfs-556,stop_without_stop_time,20,WARNING
mdb-556,us-massachusetts-plymouth-brockton-street-railway-co-gtfs-556,unknown_column,37,INFO
mdb-556,us-massachusetts-plymouth-brockton-street-railway-co-gtfs-556,unknown_file,10,INFO
mdb-204,us-iowa-mason-city-public-transit-gtfs-204,stop_without_stop_time,21,WARNING
mdb-204,us-iowa-mason-city-public-transit-gtfs-204,unknown_column,37,INFO
mdb-204,us-iowa-mason-city-public-transit-gtfs-204,unknown_file,10,INFO
mdb-482,us-virginia-alexandria-transit-company-dash-gtfs-482,equal_shape_distance_same_coordinates,1,WARNING
mdb-482,us-virginia-alexandria-transit-company-dash-gtfs-482,leading_or_trailing_whitespaces,112,WARNING
mdb-482,us-virginia-alexandria-transit-company-dash-gtfs-482,missing_feed_contact_email_and_url,1,WARNING
mdb-482,us-virginia-alexandria-transit-company-dash-gtfs-482,missing_recommended_field,1,WARNING
mdb-482,us-virginia-alexandria-transit-company-dash-gtfs-482,stop_too_far_from_shape_using_user_distance,79,WARNING
mdb-482,us-virginia-alexandria-transit-company-dash-gtfs-482,stop_without_stop_time,1,WARNING
mdb-161,us-colorado-grand-valley-transit-gtfs-161,missing_feed_contact_email_and_url,1,WARNING
mdb-161,us-colorado-grand-valley-transit-gtfs-161,missing_recommended_field,12,WARNING
mdb-66,us-california-sonoma-county-airport-express-gtfs-66,expired_calendar,1,WARNING
mdb-66,us-california-sonoma-county-airport-express-gtfs-66,feed_expiration_date7_days,1,WARNING
mdb-66,us-california-sonoma-county-airport-express-gtfs-66,route_short_name_too_long,2,WARNING
mdb-66,us-california-sonoma-county-airport-express-gtfs-66,trip_coverage_not_active_for_next7_days,1,WARNING
mdb-66,us-california-sonoma-county-airport-express-gtfs-66,unknown_column,37,INFO
mdb-66,us-california-sonoma-county-airport-express-gtfs-66,unknown_file,12,INFO
mdb-1211,us-california-santa-cruz-metro-scmtd-gtfs-1211,feed_expiration_date30_days,1,WARNING
mdb-1211,us-california-santa-cruz-metro-scmtd-gtfs-1211,unknown_column,1,INFO
mdb-1211,us-california-santa-cruz-metro-scmtd-gtfs-1211,unknown_file,1,INFO
mdb-1905,us-arizona-national-park-service-gtfs-1905,expired_calendar,28,WARNING
mdb-1905,us-arizona-national-park-service-gtfs-1905,trip_coverage_not_active_for_next7_days,1,WARNING
mdb-820,us-colorado-summit-stage-gtfs-820,expired_calendar,3,WARNING
mdb-820,us-colorado-summit-stage-gtfs-820,fast_travel_between_consecutive_stops,108,WARNING
mdb-820,us-colorado-summit-stage-gtfs-820,stop_without_stop_time,3,WARNING
mdb-820,us-colorado-summit-stage-gtfs-820,unknown_column,37,INFO
mdb-820,us-colorado-summit-stage-gtfs-820,unknown_file,10,INFO
mdb-82,us-california-unitrans-gtfs-82,invalid_currency_amount,8,ERROR
mdb-82,us-california-unitrans-gtfs-82,stop_without_stop_time,15,WARNING
mdb-82,us-california-unitrans-gtfs-82,stops_match_shape_out_of_order,1,WARNING
mdb-82,us-california-unitrans-gtfs-82,unknown_column,22,INFO
mdb-82,us-california-unitrans-gtfs-82,unknown_file,1,INFO
mdb-82,us-california-unitrans-gtfs-82,unused_shape,47,WARNING
mdb-678,au-queensland-mackay-transit-coaches-gtfs-678,missing_feed_contact_email_and_url,1,WARNING
mdb-678,au-queensland-mackay-transit-coaches-gtfs-678,missing_recommended_column,1,WARNING
mdb-678,au-queensland-mackay-transit-coaches-gtfs-678,missing_recommended_field,13,WARNING
mdb-131,us-oregon-lane-transit-district-ltd-gtfs-131,missing_calendar_and_calendar_date_files,1,ERROR
mdb-131,us-oregon-lane-transit-district-ltd-gtfs-131,missing_recommended_file,1,WARNING
mdb-131,us-oregon-lane-transit-district-ltd-gtfs-131,missing_required_file,5,ERROR
mdb-407,us-west-virginia-mountain-line-transit-authority-gtfs-407,leading_or_trailing_whitespaces,2,WARNING
mdb-407,us-west-virginia-mountain-line-transit-authority-gtfs-407,missing_feed_contact_email_and_url,1,WARNING
mdb-407,us-west-virginia-mountain-line-transit-authority-gtfs-407,missing_recommended_field,35,WARNING
mdb-407,us-west-virginia-mountain-line-transit-authority-gtfs-407,stop_too_far_from_shape,1,WARNING
mdb-407,us-west-virginia-mountain-line-transit-authority-gtfs-407,stops_match_shape_out_of_order,2,WARNING
mdb-407,us-west-virginia-mountain-line-transit-authority-gtfs-407,unknown_column,2,INFO
mdb-621,us-virginia-virginia-regional-transit-gtfs-621,stop_without_stop_time,27,WARNING
mdb-621,us-virginia-virginia-regional-transit-gtfs-621,unknown_column,37,INFO
mdb-621,us-virginia-virginia-regional-transit-gtfs-621,unknown_file,10,INFO
mdb-1272,pt-lisboa-cascais-proxima-gtfs-1272,equal_shape_distance_same_coordinates,7,WARNING
mdb-1272,pt-lisboa-cascais-proxima-gtfs-1272,expired_calendar,1,WARNING
mdb-1272,pt-lisboa-cascais-proxima-gtfs-1272,missing_feed_contact_email_and_url,1,WARNING
mdb-1272,pt-lisboa-cascais-proxima-gtfs-1272,non_ascii_or_non_printable_char,2,WARNING
mdb-1272,pt-lisboa-cascais-proxima-gtfs-1272,stop_too_far_from_shape_using_user_distance,17,WARNING
mdb-753,ca-quebec-exo-ville-de-sainte-julie-gtfs-753,equal_shape_distance_diff_coordinates_distance_below_threshold,34,WARNING
mdb-753,ca-quebec-exo-ville-de-sainte-julie-gtfs-753,equal_shape_distance_same_coordinates,346,WARNING
mdb-753,ca-quebec-exo-ville-de-sainte-julie-gtfs-753,expired_calendar,2,WARNING
mdb-753,ca-quebec-exo-ville-de-sainte-julie-gtfs-753,missing_feed_contact_email_and_url,1,WARNING
mdb-753,ca-quebec-exo-ville-de-sainte-julie-gtfs-753,missing_recommended_field,1,WARNING
mdb-753,ca-quebec-exo-ville-de-sainte-julie-gtfs-753,mixed_case_recommended_field,52,WARNING
mdb-753,ca-quebec-exo-ville-de-sainte-julie-gtfs-753,non_ascii_or_non_printable_char,1967,WARNING
mdb-753,ca-quebec-exo-ville-de-sainte-julie-gtfs-753,stop_too_far_from_shape_using_user_distance,4,WARNING
mdb-753,ca-quebec-exo-ville-de-sainte-julie-gtfs-753,unexpected_enum_value,3,WARNING
mdb-753,ca-quebec-exo-ville-de-sainte-julie-gtfs-753,unknown_column,1,INFO
mdb-611,us-virginia-graham-transit-gtfs-611,expired_calendar,3,WARNING
mdb-611,us-virginia-graham-transit-gtfs-611,stop_without_stop_time,3,WARNING
mdb-611,us-virginia-graham-transit-gtfs-611,unknown_column,37,INFO
mdb-611,us-virginia-graham-transit-gtfs-611,unknown_file,10,INFO
mdb-2012,co-distrito-capital-de-bogota-simur-bogota-gtfs-2012,duplicate_route_name,1,WARNING
mdb-2012,co-distrito-capital-de-bogota-simur-bogota-gtfs-2012,missing_recommended_file,1,WARNING
mdb-2012,co-distrito-capital-de-bogota-simur-bogota-gtfs-2012,mixed_case_recommended_field,3269,WARNING
mdb-2012,co-distrito-capital-de-bogota-simur-bogota-gtfs-2012,route_color_contrast,1000,WARNING
mdb-2012,co-distrito-capital-de-bogota-simur-bogota-gtfs-2012,same_name_and_description_for_route,2,WARNING
mdb-2012,co-distrito-capital-de-bogota-simur-bogota-gtfs-2012,stop_too_far_from_shape,72,WARNING
mdb-2012,co-distrito-capital-de-bogota-simur-bogota-gtfs-2012,stops_match_shape_out_of_order,298,WARNING
mdb-2012,co-distrito-capital-de-bogota-simur-bogota-gtfs-2012,unused_parent_station,137,INFO
mdb-2012,co-distrito-capital-de-bogota-simur-bogota-gtfs-2012,unused_shape,4,WARNING
mdb-393,us-wisconsin-janesville-transit-system-gtfs-393,expired_calendar,1,WARNING
mdb-393,us-wisconsin-janesville-transit-system-gtfs-393,stop_without_stop_time,20,WARNING
mdb-393,us-wisconsin-janesville-transit-system-gtfs-393,unknown_column,37,INFO
mdb-393,us-wisconsin-janesville-transit-system-gtfs-393,unknown_file,10,INFO
mdb-423,us-massachusetts-cuttyhunk-ferry-company-gtfs-423,expired_calendar,2,WARNING
mdb-423,us-massachusetts-cuttyhunk-ferry-company-gtfs-423,missing_bike_allowance,42,WARNING
mdb-423,us-massachusetts-cuttyhunk-ferry-company-gtfs-423,trip_coverage_not_active_for_next7_days,1,WARNING
mdb-423,us-massachusetts-cuttyhunk-ferry-company-gtfs-423,unknown_column,37,INFO
mdb-423,us-massachusetts-cuttyhunk-ferry-company-gtfs-423,unknown_file,10,INFO
mdb-565,us-nevada-city-of-las-vegas-gtfs-565,unknown_column,37,INFO
mdb-565,us-nevada-city-of-las-vegas-gtfs-565,unknown_file,10,INFO
mdb-1985,pe-unknown-aeroexpreso-gtfs-1985,stop_without_stop_time,23,WARNING
mdb-1985,pe-unknown-aeroexpreso-gtfs-1985,unused_shape,2,WARNING
mdb-1840,fr-normandie-reseau-urbain-cap-cotentin-gtfs-1840,expired_calendar,17,WARNING
mdb-1840,fr-normandie-reseau-urbain-cap-cotentin-gtfs-1840,missing_recommended_file,1,WARNING
mdb-1840,fr-normandie-reseau-urbain-cap-cotentin-gtfs-1840,missing_timepoint_value,16,WARNING
mdb-1840,fr-normandie-reseau-urbain-cap-cotentin-gtfs-1840,mixed_case_recommended_field,3390,WARNING
mdb-1840,fr-normandie-reseau-urbain-cap-cotentin-gtfs-1840,route_color_contrast,1,WARNING
mdb-1840,fr-normandie-reseau-urbain-cap-cotentin-gtfs-1840,trip_distance_exceeds_shape_distance,4267,ERROR
mdb-255,us-oregon-swan-island-evening-shuttle-gtfs-255,mixed_case_recommended_field,3,WARNING
mdb-255,us-oregon-swan-island-evening-shuttle-gtfs-255,same_route_and_agency_url,1,WARNING
mdb-255,us-oregon-swan-island-evening-shuttle-gtfs-255,stop_without_stop_time,12,WARNING
mdb-255,us-oregon-swan-island-evening-shuttle-gtfs-255,unknown_column,37,INFO
mdb-255,us-oregon-swan-island-evening-shuttle-gtfs-255,unknown_file,10,INFO
mdb-493,us-maryland-charm-city-circulator-gtfs-493,expired_calendar,4,WARNING
mdb-493,us-maryland-charm-city-circulator-gtfs-493,missing_feed_contact_email_and_url,1,WARNING
mdb-493,us-maryland-charm-city-circulator-gtfs-493,missing_feed_info_date,1,WARNING
mdb-493,us-maryland-charm-city-circulator-gtfs-493,missing_recommended_field,5,WARNING
mdb-493,us-maryland-charm-city-circulator-gtfs-493,trip_coverage_not_active_for_next7_days,1,WARNING
mdb-493,us-maryland-charm-city-circulator-gtfs-493,unknown_column,1,INFO
mdb-591,us-virginia-petersburg-area-transit-gtfs-591,unknown_column,37,INFO
mdb-591,us-virginia-petersburg-area-transit-gtfs-591,unknown_file,10,INFO
mdb-166,us-new-mexico-abq-ride-gtfs-166,equal_shape_distance_diff_coordinates,18,ERROR
mdb-166,us-new-mexico-abq-ride-gtfs-166,equal_shape_distance_diff_coordinates_distance_below_threshold,2875,WARNING
mdb-166,us-new-mexico-abq-ride-gtfs-166,expired_calendar,2,WARNING
mdb-166,us-new-mexico-abq-ride-gtfs-166,missing_recommended_field,2,WARNING
mdb-166,us-new-mexico-abq-ride-gtfs-166,missing_recommended_file,1,WARNING
mdb-166,us-new-mexico-abq-ride-gtfs-166,missing_timepoint_value,210622,WARNING
mdb-166,us-new-mexico-abq-ride-gtfs-166,mixed_case_recommended_field,3,WARNING
mdb-166,us-new-mexico-abq-ride-gtfs-166,stop_too_far_from_shape,4,WARNING
mdb-166,us-new-mexico-abq-ride-gtfs-166,stop_too_far_from_shape_using_user_distance,210,WARNING
mdb-166,us-new-mexico-abq-ride-gtfs-166,trip_distance_exceeds_shape_distance_below_threshold,230,WARNING
mdb-693,ca-british-columbia-bc-transit-comox-valley-transit-system-gtfs-693,feed_expiration_date30_days,1,WARNING
mdb-693,ca-british-columbia-bc-transit-comox-valley-transit-system-gtfs-693,missing_feed_contact_email_and_url,1,WARNING
mdb-693,ca-british-columbia-bc-transit-comox-valley-transit-system-gtfs-693,missing_recommended_column,1,WARNING
mdb-693,ca-british-columbia-bc-transit-comox-valley-transit-system-gtfs-693,same_name_and_description_for_route,6,WARNING
mdb-120,us-nevada-regional-transportation-commission-rtc-gtfs-120,missing_recommended_file,1,WARNING
mdb-120,us-nevada-regional-transportation-commission-rtc-gtfs-120,mixed_case_recommended_field,1592,WARNING
mdb-120,us-nevada-regional-transportation-commission-rtc-gtfs-120,stop_too_far_from_shape,1,WARNING
mdb-120,us-nevada-regional-transportation-commission-rtc-gtfs-120,unknown_column,2,INFO
mdb-448,us-vermont-rural-community-transportation-rct-gtfs-448,decreasing_or_equal_stop_time_distance,2,ERROR
mdb-448,us-vermont-rural-community-transportation-rct-gtfs-448,fast_travel_between_consecutive_stops,1,WARNING
mdb-448,us-vermont-rural-community-transportation-rct-gtfs-448,stop_without_stop_time,74,WARNING
mdb-448,us-vermont-rural-community-transportation-rct-gtfs-448,unknown_column,37,INFO
mdb-448,us-vermont-rural-community-transportation-rct-gtfs-448,unknown_file,10,INFO
mdb-1826,us-iowa-bettendorf-transit-gtfs-1826,fast_travel_between_consecutive_stops,22,WARNING
mdb-1826,us-iowa-bettendorf-transit-gtfs-1826,stop_without_stop_time,27,WARNING
mdb-1826,us-iowa-bettendorf-transit-gtfs-1826,unknown_column,37,INFO
mdb-1826,us-iowa-bettendorf-transit-gtfs-1826,unknown_file,10,INFO
mdb-1883,fr-auvergne-rhone-alpes-tac-gtfs-1883,missing_feed_contact_email_and_url,1,WARNING
mdb-1883,fr-auvergne-rhone-alpes-tac-gtfs-1883,missing_recommended_column,1,WARNING
mdb-1883,fr-auvergne-rhone-alpes-tac-gtfs-1883,mixed_case_recommended_field,1,WARNING
mdb-266,us-washington-intercity-transit-gtfs-266,missing_feed_contact_email_and_url,1,WARNING
mdb-266,us-washington-intercity-transit-gtfs-266,unused_shape,3,WARNING
mdb-235,us-virginia-blackstone-area-bus-service-gtfs-235,fast_travel_between_consecutive_stops,9,WARNING
mdb-235,us-virginia-blackstone-area-bus-service-gtfs-235,fast_travel_between_far_stops,3,WARNING
mdb-235,us-virginia-blackstone-area-bus-service-gtfs-235,stop_without_stop_time,1,WARNING
mdb-235,us-virginia-blackstone-area-bus-service-gtfs-235,unknown_column,37,INFO
mdb-235,us-virginia-blackstone-area-bus-service-gtfs-235,unknown_file,10,INFO
mdb-2010,br-ceara-metrofor-gtfs-2010,missing_recommended_file,1,WARNING
mdb-516,us-new-york-mta-new-york-city-transit-mta-gtfs-516,missing_recommended_column,1,WARNING
mdb-516,us-new-york-mta-new-york-city-transit-mta-gtfs-516,missing_recommended_file,1,WARNING
mdb-516,us-new-york-mta-new-york-city-transit-mta-gtfs-516,stop_too_far_from_shape,6,WARNING
mdb-516,us-new-york-mta-new-york-city-transit-mta-gtfs-516,stop_without_stop_time,7,WARNING
mdb-516,us-new-york-mta-new-york-city-transit-mta-gtfs-516,unused_shape,86,WARNING
mdb-313,us-colorado-clear-creek-county-transit-gtfs-313,stop_without_stop_time,25,WARNING
mdb-313,us-colorado-clear-creek-county-transit-gtfs-313,unknown_column,37,INFO
mdb-313,us-colorado-clear-creek-county-transit-gtfs-313,unknown_file,10,INFO
mdb-414,us-michigan-suburban-mobility-authority-for-regional-transit-smart-gtfs-414,equal_shape_distance_same_coordinates,6,WARNING
mdb-414,us-michigan-suburban-mobility-authority-for-regional-transit-smart-gtfs-414,leading_or_trailing_whitespaces,46,WARNING
mdb-414,us-michigan-suburban-mobility-authority-for-regional-transit-smart-gtfs-414,missing_feed_contact_email_and_url,1,WARNING
mdb-414,us-michigan-suburban-mobility-authority-for-regional-transit-smart-gtfs-414,mixed_case_recommended_field,8288,WARNING
mdb-414,us-michigan-suburban-mobility-authority-for-regional-transit-smart-gtfs-414,route_color_contrast,1,WARNING
