Feed Stable ID,Catalog ID,Files
mdb-97,us-california-omnitrans-gtfs-97,"agency.txt, calendar.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1036,pt-lisboa-metro-de-lisboa-metro-gtfs-1036,"agency.txt, calendar.txt, calendar_dates.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-619,us-california-turlock-transit-gtfs-619,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_leg_rules.txt, fare_media.txt, fare_products.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1034,pt-lisboa-fertagus-gtfs-1034,"agency.txt, calendar.txt, calendar_dates.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-615,us-north-carolina-greensboro-transit-authority-gta-gtfs-615,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, feed_info.txt, route_directions.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1903,hu-veszprem-v-busz-kft-gtfs-1903,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1049,it-regione-autonoma-della-sardegna-asara-giuseppe-eredi-autoservizi-srl-gtfs-1049,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1901,cz-olomoucky-kraj-dopravni-podnik-mesta-olomouce-gtfs-1901,"Tarifni_zony.txt, agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-29,us-california-los-angeles-county-metropolitan-transportation-authority-gtfs-29,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1037,pt-lisboa-comboios-de-portugal-cp-gtfs-1037,"agency.txt, calendar.txt, calendar_dates.txt, frequencies.txt, stop_times.txt, stops.txt"
mdb-54,us-california-caltrain-gtfs-54,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, realtime_routes.txt, rider_categories.txt, route_attributes.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-331,us-florida-miami-dade-transit-gtfs-331,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1954,gb-bournemouth-and-poole-unibus-gtfs-1954,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-212,us-colorado-all-points-transit-gtfs-212,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-115,us-california-trinity-transit-gtfs-115,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_leg_rules.txt, fare_media.txt, fare_products.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_areas.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-903,us-north-carolina-asheville-rides-transit-gtfs-903,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1115,de-baden-wurttemberg-freiburger-verkehrs-ag-vag-gtfs-1115,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-174,us-colorado-vail-transit-gtfs-174,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-43,us-california-san-luis-obispo-regional-transit-authority-slorta-gtfs-43,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1940,gb-norfolk-konectbus-gtfs-1940,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-344,us-florida-starmetro-gtfs-344,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1038,pt-lisboa-transtejo-gtfs-1038,"agency.txt, calendar.txt, calendar_dates.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-537,us-massachusetts-berkshire-regional-transit-authority-brta-gtfs-537,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-251,us-oregon-woodburn-transit-service-wts-gtfs-251,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-74,us-california-capitol-corridor-joint-powers-authority-capitol-corridor-gtfs-74,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, realtime_routes.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-199,us-iowa-burlington-urban-service-gtfs-199,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-802,us-michigan-qline-detroit-gtfs-802,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-202,us-iowa-clinton-municipal-transit-administration-clinton-mta-gtfs-202,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-325,us-florida-hillsborough-area-regional-transit-hart-gtfs-325,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-469,us-maryland-maryland-transit-administration-gtfs-469,"agency.txt, calendar.txt, calendar_dates.txt, directions.txt, fare_containers.txt, fare_leg_rules.txt, fare_products.txt, fare_transfer_rules.txt, rider_categories.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1869,be-flamande-de-lijn-gtfs-1869,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1857,be-bruxelles-capitale-societe-des-transports-intercommunaux-de-bruxellesmaatschappij-voor-het-intercommunaal-vervoer-te-brussel-stibmivb-gtfs-1857,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, translations.txt, trips.txt"
mdb-1285,us-north-dakota-matbus-gtfs-1285,"GTFSExchange_20220819_153002.log, agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt, validation-results.html"
mdb-77,us-california-placer-county-transit-gtfs-77,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_leg_rules.txt, fare_media.txt, fare_products.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_areas.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1031,it-trentino-alto-adige-trentino-trasporti-esercizio-tte-gtfs-1031,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, stop_times.txt, stops.txt, stopslevel.txt, transfers.txt, trips.txt"
mdb-23,us-oregon-lincoln-county-transit-lct-gtfs-23,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1930,gb-unknown-blackpool-transport-gtfs-1930,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-78,us-california-westcat-gtfs-78,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1230,it-liguria-amt-genova-gtfs-1230,"agency.txt, calendar.txt, routes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-75,us-colorado-el-dorado-transit-gtfs-75,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1133,us-california-altamont-corridor-express-gtfs-1133,"agency.txt, attributions.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, rider_categories.txt, route_attributes.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-728,ca-ontario-york-region-transit-gtfs-728,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-549,us-massachusetts-seastreak-ferry-gtfs-549,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-464,us-michigan-detroit-department-of-transportation-ddot-gtfs-464,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1952,gb-swindon-swindons-bus-company-gtfs-1952,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-631,us-vermont-advance-transit-gtfs-631,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-422,us-massachusetts-brockton-area-transit-authority-bat-gtfs-422,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1234,us-massachusetts-pioneer-valley-transit-authority-pvta-gtfs-1234,"agency.txt, areas.txt, calendar.txt, calendar_dates.txt, fare_leg_rules.txt, fare_media.txt, fare_products.txt, fare_transfer_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_areas.txt, stop_times.txt, stops.txt, timeframes.txt, transfers.txt, trips.txt"
mdb-1225,de-baden-wurttemberg-karlsruher-verkehrsverbundes-gtfs-1225,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1178,us-california-blue-gold-fleet-gtfs-1178,"agency.txt, attributions.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, rider_categories.txt, route_attributes.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1276,tw-miaoli-miaoli-gtfs-1276,"agency.txt, calendar.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1169,au-western-australia-transperth-gtfs-1169,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, sg2tpn.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1040,lt-alytaus-apskritis-kautra-gtfs-1040,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1318,us-wisconsin-milwaukee-county-transit-system-gtfs-1318,"agency.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1223,ca-new-brunswick-saint-john-transit-gtfs-1223,"agency.txt, calendar.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1290,pl-pomorskie-pkp-szybka-kolej-miejska-w-trojmiescie-gtfs-1290,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-172,us-colorado-colorado-mountain-express-gtfs-172,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-333,us-florida-south-florida-regional-transportation-authority-tri-rail-gtfs-333,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-397,us-wisconsin-go-transit-gtfs-397,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1247,us-north-dakota-cities-area-transit-gtfs-1247,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1220,ar-buenos-aires-colectivos-buenos-aires-gtfs-1220,"agency.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-653,au-queensland-bus-queensland-toowoomba-bus-qld-toowoomba-gtfs-653,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-445,us-massachusetts-merrimack-valley-regional-transit-authority-mvrta-gtfs-445,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1250,jp-unknown-unobus-gtfs-1250,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, translations.txt, trips.txt"
mdb-1258,fr-pays-de-la-loire-pays-de-la-loire-gtfs-1258,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-830,us-wisconsin-metro-ride-gtfs-830,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-384,us-michigan-indian-trails-gtfs-384,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1187,us-illinois-metra-gtfs-1187,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-804,us-new-york-rensselaer-county-yankee-trails-gtfs-804,"agency.txt, calendar.txt, datatools_patterns.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1176,pl-rybnik-ztz-rybnik-gtfs-1176,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-394,us-wisconsin-metro-transit-gtfs-394,"agency.txt, calendar.txt, calendar_dates.txt, extended_data_dictionary.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, linked_datasets.txt, routes.txt, shapes.txt, stop_features.txt, stop_times.txt, stops.txt, terms_of_use.txt, translations.txt, trips.txt"
mdb-725,ca-ontario-oakville-transit-gtfs-725,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-613,us-new-york-greene-county-transit-gtfs-613,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-218,us-colorado-avon-transit-gtfs-218,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1162,es-bizkaia-el-transbordador-de-vizcaya-gtfs-1162,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1213,us-colorado-epic-mountain-express-gtfs-1213,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-348,us-florida-sarasota-county-area-transit-scat-gtfs-348,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1189,us-virginia-blacksburg-transit-gtfs-1189,"agency.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1859,be-bruxelles-capitale-societe-nationale-des-chemins-de-fer-belges-nmbs-sncb-gtfs-1859,"agency.txt, areas.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, stop_times.txt, stops.txt, transfers.txt, translations.txt, trips.txt"
mdb-441,us-massachusetts-massport-gtfs-441,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-2,ca-ontario-london-transit-commission-gtfs-2,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1232,us-colorado-pueblo-transit-gtfs-1232,"agency.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, locations.geojson, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-690,ca-british-columbia-bc-ferries-gtfs-690,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-643,it-liguria-atp-esercizio-srl-gtfs-643,"agency.txt, calendar_dates.txt, routes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1956,gb-warrington-warringtons-own-buses-gtfs-1956,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-381,us-virginia-greater-lynchburg-transit-co-gtfs-381,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-250,us-oregon-yamhill-county-transit-area-gtfs-250,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-68,us-california-lake-transit-authority-lta-gtfs-68,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1955,gb-hampshire-unilink-gtfs-1955,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1003,es-barcelona-tram-gtfs-1003,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-707,ca-british-columbia-bc-transit-kamloops-transit-system-gtfs-707,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-49,us-california-san-mateo-county-transit-district-samtrans-gtfs-49,"agency.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, realtime_routes.txt, rider_categories.txt, routes.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timepoints.txt, trips.txt"
mdb-1257,fr-pays-de-la-loire-ile-dyeu-gtfs-1257,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
