Feed Stable ID,Catalog ID,Feature
mdb-290,us-washington-spokane-transit-authority-sta-gtfs-290,Bikes Allowance
mdb-454,us-maine-greater-portland-metro-bus-gtfs-454,Shapes
mdb-454,us-maine-greater-portland-metro-bus-gtfs-454,Feed Information
mdb-454,us-maine-greater-portland-metro-bus-gtfs-454,Route Colors
mdb-454,us-maine-greater-portland-metro-bus-gtfs-454,Headsigns
mdb-454,us-maine-greater-portland-metro-bus-gtfs-454,Wheelchair Accessibility
mdb-454,us-maine-greater-portland-metro-bus-gtfs-454,Bikes Allowance
mdb-1171,us-utah-uta-gtfs-1171,Shapes
mdb-1171,us-utah-uta-gtfs-1171,Feed Information
mdb-1171,us-utah-uta-gtfs-1171,Route Colors
mdb-1171,us-utah-uta-gtfs-1171,Headsigns
mdb-1171,us-utah-uta-gtfs-1171,Wheelchair Accessibility
mdb-1171,us-utah-uta-gtfs-1171,Bikes Allowance
mdb-79,us-california-yuba-sutter-transit-gtfs-79,Transfers
mdb-79,us-california-yuba-sutter-transit-gtfs-79,Fares V1
mdb-79,us-california-yuba-sutter-transit-gtfs-79,Fare Products
mdb-79,us-california-yuba-sutter-transit-gtfs-79,Shapes
mdb-79,us-california-yuba-sutter-transit-gtfs-79,Feed Information
mdb-79,us-california-yuba-sutter-transit-gtfs-79,Fare Media
mdb-79,us-california-yuba-sutter-transit-gtfs-79,Route Colors
mdb-79,us-california-yuba-sutter-transit-gtfs-79,Headsigns
mdb-79,us-california-yuba-sutter-transit-gtfs-79,Wheelchair Accessibility
mdb-79,us-california-yuba-sutter-transit-gtfs-79,Location Types
mdb-79,us-california-yuba-sutter-transit-gtfs-79,Route-Based Fares
mdb-79,us-california-yuba-sutter-transit-gtfs-79,Continuous Stops
mdb-272,us-oregon-kayak-transit-ctuir-gtfs-272,Transfers
mdb-272,us-oregon-kayak-transit-ctuir-gtfs-272,Shapes
mdb-272,us-oregon-kayak-transit-ctuir-gtfs-272,Feed Information
mdb-272,us-oregon-kayak-transit-ctuir-gtfs-272,Route Colors
mdb-272,us-oregon-kayak-transit-ctuir-gtfs-272,Headsigns
mdb-272,us-oregon-kayak-transit-ctuir-gtfs-272,Wheelchair Accessibility
mdb-272,us-oregon-kayak-transit-ctuir-gtfs-272,Location Types
mdb-272,us-oregon-kayak-transit-ctuir-gtfs-272,Continuous Stops
mdb-94,us-california-tahoe-area-regional-transit-tart-gtfs-94,Transfers
mdb-94,us-california-tahoe-area-regional-transit-tart-gtfs-94,Fares V1
mdb-94,us-california-tahoe-area-regional-transit-tart-gtfs-94,Shapes
mdb-94,us-california-tahoe-area-regional-transit-tart-gtfs-94,Feed Information
mdb-94,us-california-tahoe-area-regional-transit-tart-gtfs-94,Route Colors
mdb-94,us-california-tahoe-area-regional-transit-tart-gtfs-94,Headsigns
mdb-94,us-california-tahoe-area-regional-transit-tart-gtfs-94,Wheelchair Accessibility
mdb-94,us-california-tahoe-area-regional-transit-tart-gtfs-94,Text-To-Speech
mdb-94,us-california-tahoe-area-regional-transit-tart-gtfs-94,Location Types
mdb-94,us-california-tahoe-area-regional-transit-tart-gtfs-94,Continuous Stops
mdb-177,us-colorado-town-of-estes-park-gtfs-177,Shapes
mdb-177,us-colorado-town-of-estes-park-gtfs-177,Feed Information
mdb-177,us-colorado-town-of-estes-park-gtfs-177,Route Colors
mdb-177,us-colorado-town-of-estes-park-gtfs-177,Headsigns
mdb-177,us-colorado-town-of-estes-park-gtfs-177,Wheelchair Accessibility
mdb-177,us-colorado-town-of-estes-park-gtfs-177,Location Types
mdb-177,us-colorado-town-of-estes-park-gtfs-177,Continuous Stops
mdb-1128,fi-kymenlaakso-tilaustaksit-k-sydanmaanlakka-ky-gtfs-1128,Shapes
mdb-1128,fi-kymenlaakso-tilaustaksit-k-sydanmaanlakka-ky-gtfs-1128,Feed Information
mdb-1128,fi-kymenlaakso-tilaustaksit-k-sydanmaanlakka-ky-gtfs-1128,Route Colors
mdb-1128,fi-kymenlaakso-tilaustaksit-k-sydanmaanlakka-ky-gtfs-1128,Headsigns
mdb-1128,fi-kymenlaakso-tilaustaksit-k-sydanmaanlakka-ky-gtfs-1128,Wheelchair Accessibility
mdb-1128,fi-kymenlaakso-tilaustaksit-k-sydanmaanlakka-ky-gtfs-1128,Bikes Allowance
mdb-1180,ca-quebec-mrc-les-moulins-gtfs-1180,Shapes
mdb-1180,ca-quebec-mrc-les-moulins-gtfs-1180,Feed Information
mdb-1180,ca-quebec-mrc-les-moulins-gtfs-1180,Route Colors
mdb-1180,ca-quebec-mrc-les-moulins-gtfs-1180,Headsigns
mdb-1180,ca-quebec-mrc-les-moulins-gtfs-1180,Wheelchair Accessibility
mdb-1180,ca-quebec-mrc-les-moulins-gtfs-1180,Bikes Allowance
mdb-1909,id-jakarta-raya-transjakarta-gtfs-1909,Transfers
mdb-1909,id-jakarta-raya-transjakarta-gtfs-1909,Fares V1
mdb-1909,id-jakarta-raya-transjakarta-gtfs-1909,Shapes
mdb-1909,id-jakarta-raya-transjakarta-gtfs-1909,Frequencies
mdb-1909,id-jakarta-raya-transjakarta-gtfs-1909,Route Colors
mdb-1909,id-jakarta-raya-transjakarta-gtfs-1909,Headsigns
mdb-1909,id-jakarta-raya-transjakarta-gtfs-1909,Wheelchair Accessibility
mdb-1909,id-jakarta-raya-transjakarta-gtfs-1909,Location Types
mdb-1092,ch-unknown-basler-verkehrsbetriebe-gtfs-1092,Transfers
mdb-1092,ch-unknown-basler-verkehrsbetriebe-gtfs-1092,Feed Information
mdb-1092,ch-unknown-basler-verkehrsbetriebe-gtfs-1092,Headsigns
mdb-1092,ch-unknown-basler-verkehrsbetriebe-gtfs-1092,Location Types
mdb-1255,fi-etela-pohjanmaa-komia-liikenne-gtfs-1255,Shapes
mdb-1255,fi-etela-pohjanmaa-komia-liikenne-gtfs-1255,Feed Information
mdb-1255,fi-etela-pohjanmaa-komia-liikenne-gtfs-1255,Headsigns
mdb-1192,it-regione-autonoma-della-sardegna-collegamenti-marittimi-grimaldi-gtfs-1192,Shapes
mdb-1192,it-regione-autonoma-della-sardegna-collegamenti-marittimi-grimaldi-gtfs-1192,Wheelchair Accessibility
mdb-1298,fr-grand-est-metz-gtfs-1298,Shapes
mdb-1298,fr-grand-est-metz-gtfs-1298,Route Colors
mdb-1298,fr-grand-est-metz-gtfs-1298,Headsigns
mdb-1298,fr-grand-est-metz-gtfs-1298,Wheelchair Accessibility
mdb-1298,fr-grand-est-metz-gtfs-1298,Location Types
mdb-1233,nz-waikato-bus-it-waikato-gtfs-1233,Shapes
mdb-1233,nz-waikato-bus-it-waikato-gtfs-1233,Feed Information
mdb-1233,nz-waikato-bus-it-waikato-gtfs-1233,Route Colors
mdb-1233,nz-waikato-bus-it-waikato-gtfs-1233,Headsigns
mdb-1233,nz-waikato-bus-it-waikato-gtfs-1233,Wheelchair Accessibility
mdb-1233,nz-waikato-bus-it-waikato-gtfs-1233,Location Types
mdb-1233,nz-waikato-bus-it-waikato-gtfs-1233,Continuous Stops
mdb-1280,us-california-glendale-beeline-gtfs-1280,Shapes
mdb-1280,us-california-glendale-beeline-gtfs-1280,Route Colors
mdb-1280,us-california-glendale-beeline-gtfs-1280,Headsigns
mdb-833,us-oregon-wheatland-ferry-gtfs-833,Fares V1
mdb-833,us-oregon-wheatland-ferry-gtfs-833,Shapes
mdb-833,us-oregon-wheatland-ferry-gtfs-833,Feed Information
mdb-833,us-oregon-wheatland-ferry-gtfs-833,Route Colors
mdb-833,us-oregon-wheatland-ferry-gtfs-833,Headsigns
mdb-833,us-oregon-wheatland-ferry-gtfs-833,Wheelchair Accessibility
mdb-833,us-oregon-wheatland-ferry-gtfs-833,Location Types
mdb-833,us-oregon-wheatland-ferry-gtfs-833,Continuous Stops
mdb-1243,us-california-county-connection-cccta-gtfs-1243,Fares V1
mdb-1243,us-california-county-connection-cccta-gtfs-1243,Shapes
mdb-1243,us-california-county-connection-cccta-gtfs-1243,Route Colors
mdb-1243,us-california-county-connection-cccta-gtfs-1243,Headsigns
mdb-1243,us-california-county-connection-cccta-gtfs-1243,Wheelchair Accessibility
mdb-1243,us-california-county-connection-cccta-gtfs-1243,Bikes Allowance
mdb-1245,us-california-city-of-glendale-gtfs-1245,Shapes
mdb-1245,us-california-city-of-glendale-gtfs-1245,Route Colors
mdb-1245,us-california-city-of-glendale-gtfs-1245,Headsigns
mdb-535,us-new-york-tompkins-consolidated-area-transit-inc-gtfs-535,Fares V1
mdb-535,us-new-york-tompkins-consolidated-area-transit-inc-gtfs-535,Shapes
mdb-535,us-new-york-tompkins-consolidated-area-transit-inc-gtfs-535,Feed Information
mdb-535,us-new-york-tompkins-consolidated-area-transit-inc-gtfs-535,Route Colors
mdb-535,us-new-york-tompkins-consolidated-area-transit-inc-gtfs-535,Headsigns
mdb-535,us-new-york-tompkins-consolidated-area-transit-inc-gtfs-535,Wheelchair Accessibility
mdb-535,us-new-york-tompkins-consolidated-area-transit-inc-gtfs-535,Bikes Allowance
mdb-535,us-new-york-tompkins-consolidated-area-transit-inc-gtfs-535,Location Types
mdb-1244,us-california-alameda-contra-costa-transit-district-ac-transit-gtfs-1244,Fares V1
mdb-1244,us-california-alameda-contra-costa-transit-district-ac-transit-gtfs-1244,Shapes
mdb-1244,us-california-alameda-contra-costa-transit-district-ac-transit-gtfs-1244,Feed Information
mdb-1244,us-california-alameda-contra-costa-transit-district-ac-transit-gtfs-1244,Route Colors
mdb-1244,us-california-alameda-contra-costa-transit-district-ac-transit-gtfs-1244,Headsigns
mdb-1244,us-california-alameda-contra-costa-transit-district-ac-transit-gtfs-1244,Wheelchair Accessibility
mdb-1244,us-california-alameda-contra-costa-transit-district-ac-transit-gtfs-1244,Bikes Allowance
mdb-1222,ca-british-columbia-translink-vancouver-gtfs-1222,Shapes
mdb-1222,ca-british-columbia-translink-vancouver-gtfs-1222,Route Colors
mdb-1222,ca-british-columbia-translink-vancouver-gtfs-1222,Headsigns
mdb-1222,ca-british-columbia-translink-vancouver-gtfs-1222,Wheelchair Accessibility
mdb-1222,ca-british-columbia-translink-vancouver-gtfs-1222,Bikes Allowance
mdb-1222,ca-british-columbia-translink-vancouver-gtfs-1222,Location Types
mdb-470,us-maryland-maryland-transit-administration-metro-subway-gtfs-470,Pathways (basic)
mdb-470,us-maryland-maryland-transit-administration-metro-subway-gtfs-470,Fare Products
mdb-470,us-maryland-maryland-transit-administration-metro-subway-gtfs-470,Shapes
mdb-470,us-maryland-maryland-transit-administration-metro-subway-gtfs-470,Transfer Fares
mdb-470,us-maryland-maryland-transit-administration-metro-subway-gtfs-470,Route Colors
mdb-470,us-maryland-maryland-transit-administration-metro-subway-gtfs-470,Headsigns
mdb-470,us-maryland-maryland-transit-administration-metro-subway-gtfs-470,Wheelchair Accessibility
mdb-470,us-maryland-maryland-transit-administration-metro-subway-gtfs-470,Bikes Allowance
mdb-470,us-maryland-maryland-transit-administration-metro-subway-gtfs-470,Location Types
mdb-470,us-maryland-maryland-transit-administration-metro-subway-gtfs-470,Route-Based Fares
mdb-347,us-florida-central-florida-regional-transit-authority-lynx-gtfs-347,Fares V1
mdb-347,us-florida-central-florida-regional-transit-authority-lynx-gtfs-347,Shapes
mdb-347,us-florida-central-florida-regional-transit-authority-lynx-gtfs-347,Feed Information
mdb-347,us-florida-central-florida-regional-transit-authority-lynx-gtfs-347,Wheelchair Accessibility
mdb-347,us-florida-central-florida-regional-transit-authority-lynx-gtfs-347,Location Types
mdb-1983,us-north-carolina-capital-area-transit-goraleigh-gtfs-1983,Shapes
mdb-1983,us-north-carolina-capital-area-transit-goraleigh-gtfs-1983,Feed Information
mdb-1983,us-north-carolina-capital-area-transit-goraleigh-gtfs-1983,Route Colors
mdb-1983,us-north-carolina-capital-area-transit-goraleigh-gtfs-1983,Headsigns
mdb-1983,us-north-carolina-capital-area-transit-goraleigh-gtfs-1983,Wheelchair Accessibility
mdb-1983,us-north-carolina-capital-area-transit-goraleigh-gtfs-1983,Bikes Allowance
mdb-608,us-virginia-wintran-gtfs-608,Fares V1
mdb-608,us-virginia-wintran-gtfs-608,Shapes
mdb-608,us-virginia-wintran-gtfs-608,Feed Information
mdb-608,us-virginia-wintran-gtfs-608,Route Colors
mdb-608,us-virginia-wintran-gtfs-608,Headsigns
mdb-608,us-virginia-wintran-gtfs-608,Wheelchair Accessibility
mdb-608,us-virginia-wintran-gtfs-608,Location Types
mdb-608,us-virginia-wintran-gtfs-608,Continuous Stops
mdb-180,us-colorado-via-mobility-gtfs-180,Fares V1
mdb-180,us-colorado-via-mobility-gtfs-180,Shapes
mdb-180,us-colorado-via-mobility-gtfs-180,Feed Information
mdb-180,us-colorado-via-mobility-gtfs-180,Zone-Based Fares
mdb-180,us-colorado-via-mobility-gtfs-180,Route Colors
mdb-180,us-colorado-via-mobility-gtfs-180,Headsigns
mdb-180,us-colorado-via-mobility-gtfs-180,Wheelchair Accessibility
mdb-180,us-colorado-via-mobility-gtfs-180,Location Types
mdb-180,us-colorado-via-mobility-gtfs-180,Continuous Stops
mdb-642,fr-bourgogne-franche-comte-communaute-dagglomeration-de-lauxerrois-gtfs-642,Feed Information
mdb-642,fr-bourgogne-franche-comte-communaute-dagglomeration-de-lauxerrois-gtfs-642,Route Colors
mdb-642,fr-bourgogne-franche-comte-communaute-dagglomeration-de-lauxerrois-gtfs-642,Wheelchair Accessibility
mdb-642,fr-bourgogne-franche-comte-communaute-dagglomeration-de-lauxerrois-gtfs-642,Location Types
mdb-932,us-oregon-link-lane-gtfs-932,Fares V1
mdb-932,us-oregon-link-lane-gtfs-932,Shapes
mdb-932,us-oregon-link-lane-gtfs-932,Feed Information
mdb-932,us-oregon-link-lane-gtfs-932,Route Colors
mdb-932,us-oregon-link-lane-gtfs-932,Headsigns
mdb-932,us-oregon-link-lane-gtfs-932,Wheelchair Accessibility
mdb-932,us-oregon-link-lane-gtfs-932,Location Types
mdb-932,us-oregon-link-lane-gtfs-932,Continuous Stops
mdb-550,us-connecticut-shore-line-east-gtfs-550,Fares V1
mdb-550,us-connecticut-shore-line-east-gtfs-550,Feed Information
mdb-550,us-connecticut-shore-line-east-gtfs-550,Route Colors
mdb-550,us-connecticut-shore-line-east-gtfs-550,Headsigns
mdb-198,us-iowa-cedar-rapids-transit-gtfs-198,Fares V1
mdb-198,us-iowa-cedar-rapids-transit-gtfs-198,Shapes
mdb-198,us-iowa-cedar-rapids-transit-gtfs-198,Feed Information
mdb-198,us-iowa-cedar-rapids-transit-gtfs-198,Route Colors
mdb-198,us-iowa-cedar-rapids-transit-gtfs-198,Headsigns
mdb-198,us-iowa-cedar-rapids-transit-gtfs-198,Wheelchair Accessibility
mdb-198,us-iowa-cedar-rapids-transit-gtfs-198,Location Types
mdb-198,us-iowa-cedar-rapids-transit-gtfs-198,Continuous Stops
mdb-665,au-tasmania-metrotas-hobart-gtfs-665,Transfers
mdb-665,au-tasmania-metrotas-hobart-gtfs-665,Shapes
mdb-665,au-tasmania-metrotas-hobart-gtfs-665,Route Colors
mdb-665,au-tasmania-metrotas-hobart-gtfs-665,Headsigns
mdb-665,au-tasmania-metrotas-hobart-gtfs-665,Wheelchair Accessibility
mdb-665,au-tasmania-metrotas-hobart-gtfs-665,Location Types
mdb-730,ca-ontario-miway-gtfs-730,Shapes
mdb-730,ca-ontario-miway-gtfs-730,Feed Information
mdb-730,ca-ontario-miway-gtfs-730,Route Colors
mdb-730,ca-ontario-miway-gtfs-730,Headsigns
mdb-730,ca-ontario-miway-gtfs-730,Wheelchair Accessibility
mdb-730,ca-ontario-miway-gtfs-730,Bikes Allowance
mdb-730,ca-ontario-miway-gtfs-730,Location Types
mdb-730,ca-ontario-miway-gtfs-730,Continuous Stops
mdb-600,fr-auvergne-rhone-alpes-ondea-compagnie-de-transport-du-lac-du-bourget-ctlb-gtfs-600,Shapes
mdb-600,fr-auvergne-rhone-alpes-ondea-compagnie-de-transport-du-lac-du-bourget-ctlb-gtfs-600,Feed Information
mdb-600,fr-auvergne-rhone-alpes-ondea-compagnie-de-transport-du-lac-du-bourget-ctlb-gtfs-600,Route Colors
mdb-600,fr-auvergne-rhone-alpes-ondea-compagnie-de-transport-du-lac-du-bourget-ctlb-gtfs-600,Headsigns
mdb-600,fr-auvergne-rhone-alpes-ondea-compagnie-de-transport-du-lac-du-bourget-ctlb-gtfs-600,Wheelchair Accessibility
mdb-600,fr-auvergne-rhone-alpes-ondea-compagnie-de-transport-du-lac-du-bourget-ctlb-gtfs-600,Bikes Allowance
mdb-600,fr-auvergne-rhone-alpes-ondea-compagnie-de-transport-du-lac-du-bourget-ctlb-gtfs-600,Location Types
mdb-1994,ca-ontario-brampton-transit-gtfs-1994,Fares V1
mdb-1994,ca-ontario-brampton-transit-gtfs-1994,Shapes
mdb-1994,ca-ontario-brampton-transit-gtfs-1994,Feed Information
mdb-1994,ca-ontario-brampton-transit-gtfs-1994,Headsigns
mdb-1994,ca-ontario-brampton-transit-gtfs-1994,Wheelchair Accessibility
mdb-1994,ca-ontario-brampton-transit-gtfs-1994,Bikes Allowance
mdb-1994,ca-ontario-brampton-transit-gtfs-1994,Location Types
mdb-320,us-california-delano-area-rapid-transit-gtfs-320,Fares V1
mdb-320,us-california-delano-area-rapid-transit-gtfs-320,Fare Products
mdb-320,us-california-delano-area-rapid-transit-gtfs-320,Shapes
mdb-320,us-california-delano-area-rapid-transit-gtfs-320,Feed Information
mdb-320,us-california-delano-area-rapid-transit-gtfs-320,Transfer Fares
mdb-320,us-california-delano-area-rapid-transit-gtfs-320,Route Colors
mdb-320,us-california-delano-area-rapid-transit-gtfs-320,Headsigns
mdb-320,us-california-delano-area-rapid-transit-gtfs-320,Wheelchair Accessibility
mdb-320,us-california-delano-area-rapid-transit-gtfs-320,Location Types
mdb-320,us-california-delano-area-rapid-transit-gtfs-320,Continuous Stops
mdb-97,us-california-omnitrans-gtfs-97,Shapes
mdb-97,us-california-omnitrans-gtfs-97,Route Colors
mdb-97,us-california-omnitrans-gtfs-97,Headsigns
mdb-97,us-california-omnitrans-gtfs-97,Location Types
mdb-1036,pt-lisboa-metro-de-lisboa-metro-gtfs-1036,Shapes
mdb-1036,pt-lisboa-metro-de-lisboa-metro-gtfs-1036,Frequencies
mdb-619,us-california-turlock-transit-gtfs-619,Fares V1
mdb-619,us-california-turlock-transit-gtfs-619,Fare Products
mdb-619,us-california-turlock-transit-gtfs-619,Shapes
mdb-619,us-california-turlock-transit-gtfs-619,Feed Information
mdb-619,us-california-turlock-transit-gtfs-619,Fare Media
mdb-619,us-california-turlock-transit-gtfs-619,Zone-Based Fares
mdb-619,us-california-turlock-transit-gtfs-619,Route Colors
mdb-619,us-california-turlock-transit-gtfs-619,Headsigns
mdb-619,us-california-turlock-transit-gtfs-619,Wheelchair Accessibility
mdb-619,us-california-turlock-transit-gtfs-619,Text-To-Speech
mdb-619,us-california-turlock-transit-gtfs-619,Location Types
mdb-619,us-california-turlock-transit-gtfs-619,Continuous Stops
mdb-1034,pt-lisboa-fertagus-gtfs-1034,Shapes
mdb-615,us-north-carolina-greensboro-transit-authority-gta-gtfs-615,Transfers
mdb-615,us-north-carolina-greensboro-transit-authority-gta-gtfs-615,Fares V1
mdb-615,us-north-carolina-greensboro-transit-authority-gta-gtfs-615,Shapes
mdb-615,us-north-carolina-greensboro-transit-authority-gta-gtfs-615,Feed Information
mdb-615,us-north-carolina-greensboro-transit-authority-gta-gtfs-615,Route Colors
mdb-615,us-north-carolina-greensboro-transit-authority-gta-gtfs-615,Headsigns
mdb-615,us-north-carolina-greensboro-transit-authority-gta-gtfs-615,Wheelchair Accessibility
mdb-615,us-north-carolina-greensboro-transit-authority-gta-gtfs-615,Location Types
mdb-1903,hu-veszprem-v-busz-kft-gtfs-1903,Shapes
mdb-1903,hu-veszprem-v-busz-kft-gtfs-1903,Feed Information
mdb-1903,hu-veszprem-v-busz-kft-gtfs-1903,Route Colors
mdb-1903,hu-veszprem-v-busz-kft-gtfs-1903,Headsigns
mdb-1903,hu-veszprem-v-busz-kft-gtfs-1903,Wheelchair Accessibility
mdb-1903,hu-veszprem-v-busz-kft-gtfs-1903,Bikes Allowance
mdb-1903,hu-veszprem-v-busz-kft-gtfs-1903,Location Types
mdb-1049,it-regione-autonoma-della-sardegna-asara-giuseppe-eredi-autoservizi-srl-gtfs-1049,Wheelchair Accessibility
mdb-1901,cz-olomoucky-kraj-dopravni-podnik-mesta-olomouce-gtfs-1901,Shapes
mdb-1901,cz-olomoucky-kraj-dopravni-podnik-mesta-olomouce-gtfs-1901,Route Colors
mdb-1901,cz-olomoucky-kraj-dopravni-podnik-mesta-olomouce-gtfs-1901,Headsigns
mdb-1901,cz-olomoucky-kraj-dopravni-podnik-mesta-olomouce-gtfs-1901,Wheelchair Accessibility
mdb-1901,cz-olomoucky-kraj-dopravni-podnik-mesta-olomouce-gtfs-1901,Location Types
mdb-29,us-california-los-angeles-county-metropolitan-transportation-authority-gtfs-29,Shapes
mdb-29,us-california-los-angeles-county-metropolitan-transportation-authority-gtfs-29,Feed Information
mdb-29,us-california-los-angeles-county-metropolitan-transportation-authority-gtfs-29,Route Colors
mdb-29,us-california-los-angeles-county-metropolitan-transportation-authority-gtfs-29,Headsigns
mdb-54,us-california-caltrain-gtfs-54,Transfers
mdb-54,us-california-caltrain-gtfs-54,Fares V1
mdb-54,us-california-caltrain-gtfs-54,Shapes
mdb-54,us-california-caltrain-gtfs-54,Feed Information
mdb-54,us-california-caltrain-gtfs-54,Route Colors
mdb-54,us-california-caltrain-gtfs-54,Headsigns
mdb-54,us-california-caltrain-gtfs-54,Wheelchair Accessibility
mdb-54,us-california-caltrain-gtfs-54,Location Types
mdb-54,us-california-caltrain-gtfs-54,Continuous Stops
mdb-331,us-florida-miami-dade-transit-gtfs-331,Shapes
mdb-331,us-florida-miami-dade-transit-gtfs-331,Route Colors
mdb-331,us-florida-miami-dade-transit-gtfs-331,Headsigns
mdb-331,us-florida-miami-dade-transit-gtfs-331,Wheelchair Accessibility
mdb-331,us-florida-miami-dade-transit-gtfs-331,Bikes Allowance
mdb-1954,gb-bournemouth-and-poole-unibus-gtfs-1954,Shapes
mdb-1954,gb-bournemouth-and-poole-unibus-gtfs-1954,Route Colors
mdb-1954,gb-bournemouth-and-poole-unibus-gtfs-1954,Headsigns
mdb-212,us-colorado-all-points-transit-gtfs-212,Fares V1
mdb-212,us-colorado-all-points-transit-gtfs-212,Shapes
mdb-212,us-colorado-all-points-transit-gtfs-212,Feed Information
mdb-212,us-colorado-all-points-transit-gtfs-212,Zone-Based Fares
mdb-212,us-colorado-all-points-transit-gtfs-212,Route Colors
mdb-212,us-colorado-all-points-transit-gtfs-212,Headsigns
mdb-212,us-colorado-all-points-transit-gtfs-212,Wheelchair Accessibility
mdb-212,us-colorado-all-points-transit-gtfs-212,Location Types
mdb-212,us-colorado-all-points-transit-gtfs-212,Continuous Stops
mdb-115,us-california-trinity-transit-gtfs-115,Transfers
mdb-115,us-california-trinity-transit-gtfs-115,Fares V1
mdb-115,us-california-trinity-transit-gtfs-115,Fare Products
mdb-115,us-california-trinity-transit-gtfs-115,Shapes
mdb-115,us-california-trinity-transit-gtfs-115,Feed Information
mdb-115,us-california-trinity-transit-gtfs-115,Fare Media
mdb-115,us-california-trinity-transit-gtfs-115,Zone-Based Fares
mdb-115,us-california-trinity-transit-gtfs-115,Route Colors
mdb-115,us-california-trinity-transit-gtfs-115,Headsigns
mdb-115,us-california-trinity-transit-gtfs-115,Wheelchair Accessibility
mdb-115,us-california-trinity-transit-gtfs-115,Location Types
mdb-115,us-california-trinity-transit-gtfs-115,Continuous Stops
mdb-903,us-north-carolina-asheville-rides-transit-gtfs-903,Transfers
mdb-903,us-north-carolina-asheville-rides-transit-gtfs-903,Fares V1
mdb-903,us-north-carolina-asheville-rides-transit-gtfs-903,Shapes
mdb-903,us-north-carolina-asheville-rides-transit-gtfs-903,Feed Information
mdb-903,us-north-carolina-asheville-rides-transit-gtfs-903,Route Colors
mdb-903,us-north-carolina-asheville-rides-transit-gtfs-903,Headsigns
mdb-903,us-north-carolina-asheville-rides-transit-gtfs-903,Wheelchair Accessibility
mdb-903,us-north-carolina-asheville-rides-transit-gtfs-903,Location Types
mdb-903,us-north-carolina-asheville-rides-transit-gtfs-903,Continuous Stops
mdb-1115,de-baden-wurttemberg-freiburger-verkehrs-ag-vag-gtfs-1115,Shapes
mdb-1115,de-baden-wurttemberg-freiburger-verkehrs-ag-vag-gtfs-1115,Route Colors
mdb-1115,de-baden-wurttemberg-freiburger-verkehrs-ag-vag-gtfs-1115,Headsigns
mdb-1115,de-baden-wurttemberg-freiburger-verkehrs-ag-vag-gtfs-1115,Location Types
mdb-174,us-colorado-vail-transit-gtfs-174,Transfers
mdb-174,us-colorado-vail-transit-gtfs-174,Fares V1
mdb-174,us-colorado-vail-transit-gtfs-174,Shapes
mdb-174,us-colorado-vail-transit-gtfs-174,Feed Information
mdb-174,us-colorado-vail-transit-gtfs-174,Zone-Based Fares
mdb-174,us-colorado-vail-transit-gtfs-174,Route Colors
mdb-174,us-colorado-vail-transit-gtfs-174,Headsigns
mdb-174,us-colorado-vail-transit-gtfs-174,Wheelchair Accessibility
mdb-174,us-colorado-vail-transit-gtfs-174,Location Types
mdb-174,us-colorado-vail-transit-gtfs-174,Continuous Stops
mdb-43,us-california-san-luis-obispo-regional-transit-authority-slorta-gtfs-43,Fares V1
mdb-43,us-california-san-luis-obispo-regional-transit-authority-slorta-gtfs-43,Shapes
mdb-43,us-california-san-luis-obispo-regional-transit-authority-slorta-gtfs-43,Feed Information
mdb-43,us-california-san-luis-obispo-regional-transit-authority-slorta-gtfs-43,Route Colors
mdb-43,us-california-san-luis-obispo-regional-transit-authority-slorta-gtfs-43,Headsigns
mdb-1940,gb-norfolk-konectbus-gtfs-1940,Shapes
mdb-1940,gb-norfolk-konectbus-gtfs-1940,Route Colors
mdb-1940,gb-norfolk-konectbus-gtfs-1940,Headsigns
mdb-344,us-florida-starmetro-gtfs-344,Transfers
mdb-344,us-florida-starmetro-gtfs-344,Fares V1
mdb-344,us-florida-starmetro-gtfs-344,Shapes
mdb-344,us-florida-starmetro-gtfs-344,Feed Information
mdb-344,us-florida-starmetro-gtfs-344,Route Colors
mdb-344,us-florida-starmetro-gtfs-344,Headsigns
mdb-344,us-florida-starmetro-gtfs-344,Wheelchair Accessibility
mdb-344,us-florida-starmetro-gtfs-344,Location Types
mdb-344,us-florida-starmetro-gtfs-344,Continuous Stops
mdb-1038,pt-lisboa-transtejo-gtfs-1038,Shapes
mdb-537,us-massachusetts-berkshire-regional-transit-authority-brta-gtfs-537,Transfers
mdb-537,us-massachusetts-berkshire-regional-transit-authority-brta-gtfs-537,Fares V1
mdb-537,us-massachusetts-berkshire-regional-transit-authority-brta-gtfs-537,Shapes
mdb-537,us-massachusetts-berkshire-regional-transit-authority-brta-gtfs-537,Feed Information
mdb-537,us-massachusetts-berkshire-regional-transit-authority-brta-gtfs-537,Route Colors
mdb-537,us-massachusetts-berkshire-regional-transit-authority-brta-gtfs-537,Headsigns
mdb-537,us-massachusetts-berkshire-regional-transit-authority-brta-gtfs-537,Wheelchair Accessibility
mdb-537,us-massachusetts-berkshire-regional-transit-authority-brta-gtfs-537,Bikes Allowance
mdb-537,us-massachusetts-berkshire-regional-transit-authority-brta-gtfs-537,Location Types
mdb-537,us-massachusetts-berkshire-regional-transit-authority-brta-gtfs-537,Continuous Stops
mdb-251,us-oregon-woodburn-transit-service-wts-gtfs-251,Fares V1
mdb-251,us-oregon-woodburn-transit-service-wts-gtfs-251,Shapes
mdb-251,us-oregon-woodburn-transit-service-wts-gtfs-251,Feed Information
mdb-251,us-oregon-woodburn-transit-service-wts-gtfs-251,Zone-Based Fares
